"filter_threshold","min_distance","fit_distance","true_positives","false_positives","false_negatives","model_positives","real_positives","lengthscale_x1","lengthscale_x2","lengthscale_x3","lengthscale_x4","lengthscale_x5","lengthscale_x6","lengthscale_x7","lengthscale_x8","lengthscale_x9","lengthscale_x10","lengthscale_x11","lengthscale_x12","lengthscale_x13","lengthscale_x14","lengthscale_x15","lengthscale_x16","lengthscale_x17","lengthscale_x18","lengthscale_x19","lengthscale_x20","lengthscale_x21","lengthscale_x22","lengthscale_x23","lengthscale_x24","lengthscale_x25","lengthscale_x26","lengthscale_x27","lengthscale_x28","lengthscale_x29","lengthscale_x30","name","model","id","factors","model_size","amplitude"
Inf,1.73352885519076,31.863751711856,3,27,0,30,3,8.02750772214495,9.00600421591662,7.41539385635406,6.8241327139549,5.01707079121843,6.91614554612897,7.59192831581458,7.0004304649774,6.39221274177544,6.07778284931555,6.22704370645806,7.7012609585654,5.62861860613339,6.34545097942464,8.48330111359246,7.19504690729082,9.014938500477,5.18293389002793,5.02985081635416,5.34724346129224,0.930771665880457,0.94016453968361,7.16134839691222,1.00329180909321,7.19131416408345,9.28740316769108,9.43129330524243,7.77484235353768,8.79827484954149,6.86758210184053,"uniform","linear","8eb5b790-a703-491a-a6e7-e9030f6fdbc0",30,30,1.01782640779857
0.1,0.691726252626366,29.397557030047,1,4,2,5,3,8.02750772214495,9.00600421591662,7.41539385635406,6.8241327139549,5.01707079121843,6.91614554612897,7.59192831581458,7.0004304649774,6.39221274177544,6.07778284931555,6.22704370645806,7.7012609585654,5.62861860613339,6.34545097942464,8.48330111359246,7.19504690729082,9.014938500477,5.18293389002793,5.02985081635416,5.34724346129224,0.930771665880457,0.94016453968361,7.16134839691222,1.00329180909321,7.19131416408345,9.28740316769108,9.43129330524243,7.77484235353768,8.79827484954149,6.86758210184053,"uniform","linear","8eb5b790-a703-491a-a6e7-e9030f6fdbc0",30,30,1.01782640779857
0.01,1.68727234355882,28.721438592791,1,1,2,2,3,8.02750772214495,9.00600421591662,7.41539385635406,6.8241327139549,5.01707079121843,6.91614554612897,7.59192831581458,7.0004304649774,6.39221274177544,6.07778284931555,6.22704370645806,7.7012609585654,5.62861860613339,6.34545097942464,8.48330111359246,7.19504690729082,9.014938500477,5.18293389002793,5.02985081635416,5.34724346129224,0.930771665880457,0.94016453968361,7.16134839691222,1.00329180909321,7.19131416408345,9.28740316769108,9.43129330524243,7.77484235353768,8.79827484954149,6.86758210184053,"uniform","linear","8eb5b790-a703-491a-a6e7-e9030f6fdbc0",30,30,1.01782640779857
0.001,0.842128925453069,28.550828284458,1,0,2,1,3,8.02750772214495,9.00600421591662,7.41539385635406,6.8241327139549,5.01707079121843,6.91614554612897,7.59192831581458,7.0004304649774,6.39221274177544,6.07778284931555,6.22704370645806,7.7012609585654,5.62861860613339,6.34545097942464,8.48330111359246,7.19504690729082,9.014938500477,5.18293389002793,5.02985081635416,5.34724346129224,0.930771665880457,0.94016453968361,7.16134839691222,1.00329180909321,7.19131416408345,9.28740316769108,9.43129330524243,7.77484235353768,8.79827484954149,6.86758210184053,"uniform","linear","8eb5b790-a703-491a-a6e7-e9030f6fdbc0",30,30,1.01782640779857
Inf,0.279868541559206,39.654329844037,3,27,0,30,3,8.02750772214495,9.00600421591662,7.41539385635406,6.8241327139549,5.01707079121843,6.91614554612897,7.59192831581458,7.0004304649774,6.39221274177544,6.07778284931555,6.22704370645806,7.7012609585654,5.62861860613339,6.34545097942464,8.48330111359246,7.19504690729082,9.014938500477,5.18293389002793,5.02985081635416,5.34724346129224,0.930771665880457,0.94016453968361,7.16134839691222,1.00329180909321,7.19131416408345,9.28740316769108,9.43129330524243,7.77484235353768,8.79827484954149,6.86758210184053,"biased","linear","8eb5b790-a703-491a-a6e7-e9030f6fdbc0",30,30,1.01782640779857
0.1,1.68727234355882,32.054616635337,1,1,2,2,3,8.02750772214495,9.00600421591662,7.41539385635406,6.8241327139549,5.01707079121843,6.91614554612897,7.59192831581458,7.0004304649774,6.39221274177544,6.07778284931555,6.22704370645806,7.7012609585654,5.62861860613339,6.34545097942464,8.48330111359246,7.19504690729082,9.014938500477,5.18293389002793,5.02985081635416,5.34724346129224,0.930771665880457,0.94016453968361,7.16134839691222,1.00329180909321,7.19131416408345,9.28740316769108,9.43129330524243,7.77484235353768,8.79827484954149,6.86758210184053,"biased","linear","8eb5b790-a703-491a-a6e7-e9030f6fdbc0",30,30,1.01782640779857
0.01,0.279868541559206,39.654329844037,0,0,3,0,3,8.02750772214495,9.00600421591662,7.41539385635406,6.8241327139549,5.01707079121843,6.91614554612897,7.59192831581458,7.0004304649774,6.39221274177544,6.07778284931555,6.22704370645806,7.7012609585654,5.62861860613339,6.34545097942464,8.48330111359246,7.19504690729082,9.014938500477,5.18293389002793,5.02985081635416,5.34724346129224,0.930771665880457,0.94016453968361,7.16134839691222,1.00329180909321,7.19131416408345,9.28740316769108,9.43129330524243,7.77484235353768,8.79827484954149,6.86758210184053,"biased","linear","8eb5b790-a703-491a-a6e7-e9030f6fdbc0",30,30,1.01782640779857
0.001,0.279868541559206,39.654329844037,0,0,3,0,3,8.02750772214495,9.00600421591662,7.41539385635406,6.8241327139549,5.01707079121843,6.91614554612897,7.59192831581458,7.0004304649774,6.39221274177544,6.07778284931555,6.22704370645806,7.7012609585654,5.62861860613339,6.34545097942464,8.48330111359246,7.19504690729082,9.014938500477,5.18293389002793,5.02985081635416,5.34724346129224,0.930771665880457,0.94016453968361,7.16134839691222,1.00329180909321,7.19131416408345,9.28740316769108,9.43129330524243,7.77484235353768,8.79827484954149,6.86758210184053,"biased","linear","8eb5b790-a703-491a-a6e7-e9030f6fdbc0",30,30,1.01782640779857
Inf,1.17035431670762,58.9333779179461,3,27,0,30,3,7.10301106679253,5.41767554590479,8.44098311616108,0.913829319598153,6.47128616343252,9.70792797277682,7.09831266780384,1.03311479450203,5.79863458522595,8.71064979233779,8.36436987156048,5.93284096103162,0.934059919696301,5.06926567759365,5.06993350223638,6.53479193453677,8.7888956523966,7.85319790011272,8.63907918334007,8.95764644839801,6.26571251894347,8.78098127315752,6.44275687867776,5.53776608780026,7.42175386869349,7.15983034227975,8.76235432573594,8.00870621576905,6.00086656981148,5.79907892271876,"uniform","linear","dd1b8a64-d97c-448d-86f3-b1a5a9f2840e",30,30,1.13894502830226
0.1,2.35492419601555,51.336813319825,1,2,2,3,3,7.10301106679253,5.41767554590479,8.44098311616108,0.913829319598153,6.47128616343252,9.70792797277682,7.09831266780384,1.03311479450203,5.79863458522595,8.71064979233779,8.36436987156048,5.93284096103162,0.934059919696301,5.06926567759365,5.06993350223638,6.53479193453677,8.7888956523966,7.85319790011272,8.63907918334007,8.95764644839801,6.26571251894347,8.78098127315752,6.44275687867776,5.53776608780026,7.42175386869349,7.15983034227975,8.76235432573594,8.00870621576905,6.00086656981148,5.79907892271876,"uniform","linear","dd1b8a64-d97c-448d-86f3-b1a5a9f2840e",30,30,1.13894502830226
