"filter_threshold","min_distance","fit_distance","true_positives","false_positives","false_negatives","model_positives","real_positives","lengthscale_x1","lengthscale_x2","lengthscale_x3","lengthscale_x4","lengthscale_x5","lengthscale_x6","lengthscale_x7","lengthscale_x8","lengthscale_x9","lengthscale_x10","lengthscale_x11","lengthscale_x12","lengthscale_x13","lengthscale_x14","lengthscale_x15","lengthscale_x16","lengthscale_x17","lengthscale_x18","lengthscale_x19","lengthscale_x20","lengthscale_x21","lengthscale_x22","lengthscale_x23","lengthscale_x24","lengthscale_x25","lengthscale_x26","lengthscale_x27","lengthscale_x28","lengthscale_x29","lengthscale_x30","name","model","id","factors","model_size","amplitude"
Inf,4.54840885566605,64.2322537666832,3,27,0,30,3,0.288706876384094,19.3412186903879,21.8346044514328,15.5921778315678,13.5099353687838,22.1318005397916,22.2204571263865,10.1284757908434,28.1029166094959,0.495950494077988,14.2497968347743,27.921181647107,20.4726369539276,17.9230930656195,26.4309675106779,0.474395261425525,15.6692353682593,17.5080384453759,22.7034955983981,20.3016629535705,27.1598581783473,16.6674131294712,20.7204237487167,29.1550275264308,23.1756947515532,15.3062238590792,15.5608860217035,19.2282109102234,29.7203797893599,28.2321140961722,"uniform","linear","f4d83cf9-61cc-4b01-a21a-22149c2c6435",30,30,0.792570746969432
0.1,2.29663634345201,54.2298539400699,0,2,3,2,3,0.288706876384094,19.3412186903879,21.8346044514328,15.5921778315678,13.5099353687838,22.1318005397916,22.2204571263865,10.1284757908434,28.1029166094959,0.495950494077988,14.2497968347743,27.921181647107,20.4726369539276,17.9230930656195,26.4309675106779,0.474395261425525,15.6692353682593,17.5080384453759,22.7034955983981,20.3016629535705,27.1598581783473,16.6674131294712,20.7204237487167,29.1550275264308,23.1756947515532,15.3062238590792,15.5608860217035,19.2282109102234,29.7203797893599,28.2321140961722,"uniform","linear","f4d83cf9-61cc-4b01-a21a-22149c2c6435",30,30,0.792570746969432
0.01,4.54840885566605,64.2322537666832,0,0,3,0,3,0.288706876384094,19.3412186903879,21.8346044514328,15.5921778315678,13.5099353687838,22.1318005397916,22.2204571263865,10.1284757908434,28.1029166094959,0.495950494077988,14.2497968347743,27.921181647107,20.4726369539276,17.9230930656195,26.4309675106779,0.474395261425525,15.6692353682593,17.5080384453759,22.7034955983981,20.3016629535705,27.1598581783473,16.6674131294712,20.7204237487167,29.1550275264308,23.1756947515532,15.3062238590792,15.5608860217035,19.2282109102234,29.7203797893599,28.2321140961722,"uniform","linear","f4d83cf9-61cc-4b01-a21a-22149c2c6435",30,30,0.792570746969432
0.001,4.54840885566605,64.2322537666832,0,0,3,0,3,0.288706876384094,19.3412186903879,21.8346044514328,15.5921778315678,13.5099353687838,22.1318005397916,22.2204571263865,10.1284757908434,28.1029166094959,0.495950494077988,14.2497968347743,27.921181647107,20.4726369539276,17.9230930656195,26.4309675106779,0.474395261425525,15.6692353682593,17.5080384453759,22.7034955983981,20.3016629535705,27.1598581783473,16.6674131294712,20.7204237487167,29.1550275264308,23.1756947515532,15.3062238590792,15.5608860217035,19.2282109102234,29.7203797893599,28.2321140961722,"uniform","linear","f4d83cf9-61cc-4b01-a21a-22149c2c6435",30,30,0.792570746969432
Inf,1.06368624356858,56.3130810082873,3,27,0,30,3,0.288706876384094,19.3412186903879,21.8346044514328,15.5921778315678,13.5099353687838,22.1318005397916,22.2204571263865,10.1284757908434,28.1029166094959,0.495950494077988,14.2497968347743,27.921181647107,20.4726369539276,17.9230930656195,26.4309675106779,0.474395261425525,15.6692353682593,17.5080384453759,22.7034955983981,20.3016629535705,27.1598581783473,16.6674131294712,20.7204237487167,29.1550275264308,23.1756947515532,15.3062238590792,15.5608860217035,19.2282109102234,29.7203797893599,28.2321140961722,"biased","linear","f4d83cf9-61cc-4b01-a21a-22149c2c6435",30,30,0.792570746969432
0.1,1.39860263794395,52.7648408632984,2,0,1,2,3,0.288706876384094,19.3412186903879,21.8346044514328,15.5921778315678,13.5099353687838,22.1318005397916,22.2204571263865,10.1284757908434,28.1029166094959,0.495950494077988,14.2497968347743,27.921181647107,20.4726369539276,17.9230930656195,26.4309675106779,0.474395261425525,15.6692353682593,17.5080384453759,22.7034955983981,20.3016629535705,27.1598581783473,16.6674131294712,20.7204237487167,29.1550275264308,23.1756947515532,15.3062238590792,15.5608860217035,19.2282109102234,29.7203797893599,28.2321140961722,"biased","linear","f4d83cf9-61cc-4b01-a21a-22149c2c6435",30,30,0.792570746969432
0.01,1.39860263794395,55.4481573836933,1,0,2,1,3,0.288706876384094,19.3412186903879,21.8346044514328,15.5921778315678,13.5099353687838,22.1318005397916,22.2204571263865,10.1284757908434,28.1029166094959,0.495950494077988,14.2497968347743,27.921181647107,20.4726369539276,17.9230930656195,26.4309675106779,0.474395261425525,15.6692353682593,17.5080384453759,22.7034955983981,20.3016629535705,27.1598581783473,16.6674131294712,20.7204237487167,29.1550275264308,23.1756947515532,15.3062238590792,15.5608860217035,19.2282109102234,29.7203797893599,28.2321140961722,"biased","linear","f4d83cf9-61cc-4b01-a21a-22149c2c6435",30,30,0.792570746969432
0.001,1.39860263794395,55.4481573836933,1,0,2,1,3,0.288706876384094,19.3412186903879,21.8346044514328,15.5921778315678,13.5099353687838,22.1318005397916,22.2204571263865,10.1284757908434,28.1029166094959,0.495950494077988,14.2497968347743,27.921181647107,20.4726369539276,17.9230930656195,26.4309675106779,0.474395261425525,15.6692353682593,17.5080384453759,22.7034955983981,20.3016629535705,27.1598581783473,16.6674131294712,20.7204237487167,29.1550275264308,23.1756947515532,15.3062238590792,15.5608860217035,19.2282109102234,29.7203797893599,28.2321140961722,"biased","linear","f4d83cf9-61cc-4b01-a21a-22149c2c6435",30,30,0.792570746969432
Inf,3.73900509665379,125.537440970971,5,25,0,30,5,25.6937421066687,15.3339318232611,15.0168297439814,13.3616602234542,0.465944233955815,22.5648275669664,23.0870270077139,29.5208384096622,17.6307664439082,28.3347277995199,23.4270273661241,24.2362838564441,22.5695850560442,28.5405011009425,28.0646875500679,19.652134408243,15.5936591606587,15.8579838369042,29.8284356156364,15.6514302222058,19.8370339488611,23.210914763622,29.5238800160587,0.460912792582531,25.7662168936804,0.272739203635138,29.1690932726488,0.366569012624677,18.2145172497258,0.419340908690356,"uniform","linear","c034ccae-70df-4df2-beba-71ce609b3142",30,30,1.70040450070519
0.1,3.73900509665379,108.026153152183,3,3,2,6,5,25.6937421066687,15.3339318232611,15.0168297439814,13.3616602234542,0.465944233955815,22.5648275669664,23.0870270077139,29.5208384096622,17.6307664439082,28.3347277995199,23.4270273661241,24.2362838564441,22.5695850560442,28.5405011009425,28.0646875500679,19.652134408243,15.5936591606587,15.8579838369042,29.8284356156364,15.6514302222058,19.8370339488611,23.210914763622,29.5238800160587,0.460912792582531,25.7662168936804,0.272739203635138,29.1690932726488,0.366569012624677,18.2145172497258,0.419340908690356,"uniform","linear","c034ccae-70df-4df2-beba-71ce609b3142",30,30,1.70040450070519
