"D","real_coefficients_prf_sum","noise_coefficients_prf_sum","coefficient_distance","coefficient_refit_distance","linear_fit_distance","linear_refit_distance","names","id"
0.0773000979800978,0.000433486859021754,43.4631838937259,2.83739402260117,4.4767120881187,35.8509779409509,56.0517965665882,"Uniform Sample",1
0.095308003810648,0.103055456488949,58.0104772619609,3.41892713753779,6.5656205901514,39.7558051018159,84.9537322811384,"Biased Sample",1
0.0786603923964867,0.000466860156622916,56.5266661623436,2.15711677116495,11.5791549996671,24.3877910597652,135.634931686745,"Uniform Sample",2
0.095754369727001,0.20257130718065,40.5672186263901,8.38442997763559,8.19368797587147,100.554620058797,98.6134785024723,"Biased Sample",2
0.0777200174569581,0.0823558299337328,69.3095464735957,2.19528629647925,0.801916103252275,24.175071576101,11.4231421328817,"Uniform Sample",3
0.0971206862248512,0.00201662615043582,54.2913284902497,5.94763709966716,0.746069575497259,66.7618610108184,10.2024840574585,"Biased Sample",3
0.0797226085988462,0.00191618926392388,45.0587168397582,4.01114157536488,0.983271548763761,41.4866250624809,12.5016861287578,"Uniform Sample",4
0.0967783030382748,0.255845916159067,30.5234543452499,8.12962750166913,3.54595127189743,104.030191580053,42.2707109580686,"Biased Sample",4
0.0777059135321294,3.12156126270962e-05,42.9595569008817,3.02591947859489,1.12178984983985,32.9744429723029,13.7707995141955,"Uniform Sample",5
0.0966977075726781,0.00197446363459434,55.7905196802223,3.10457067993979,3.39694319996615,37.8842781126714,46.7536876032438,"Biased Sample",5
0.078865959430235,0.000277353398653722,65.8864578031079,2.9157031819342,1.48557402796256,31.5725797588917,15.3763612943948,"Uniform Sample",6
0.0964254712780787,0.0260224390357998,41.3420952202458,6.57047878966004,1.53229016691092,79.3222044124411,19.3993125715075,"Biased Sample",6
0.0773054116313071,0.0330541584500136,61.8707619157985,2.66907783770074,3.56284565172015,30.2496759314089,48.0521141366221,"Uniform Sample",7
0.100343573513844,0.00558972672423263,31.0337391015356,6.99404720942986,1.11889081673459,89.266463966539,13.2635336469326,"Biased Sample",7
0.080089638763918,0.000511546811408363,44.6161109750724,2.77230124815547,0.69940257213824,34.5357291568795,8.66117123570662,"Uniform Sample",8
0.0992774917364647,0.0119355034398449,43.4946424539475,3.41492330251284,1.36077764919777,46.2736102736026,16.4237933522065,"Biased Sample",8
0.0762063227028612,0.00701757036373638,48.6861917929656,2.08356147894457,1.42586309828564,24.3912079203029,18.0623146679573,"Uniform Sample",9
0.0984358874472769,0.0763044913451917,34.243708746941,5.78339367890042,1.71720287884819,77.7824166261917,23.1300494236939,"Biased Sample",9
0.0762548126602249,0.000568189959219723,28.1085056819524,4.45680351693544,4.0689062541813,47.4493374702616,47.2955401266405,"Uniform Sample",10
0.0997065625265303,0.0292523434034454,40.4875225753425,3.78137025107866,2.07517862148128,44.4897266309485,25.2154037120183,"Biased Sample",10
0.0764018031990903,0.000247091517818722,46.9224939840234,2.90294859709757,1.20313591787084,33.9214310094248,13.9098772168653,"Uniform Sample",11
0.0970380648003993,0.000226817982268838,46.5330942232629,2.96866818799688,1.42547542774214,37.894723401885,18.4539249213532,"Biased Sample",11
0.0762193818609377,0.000431163268801004,48.8241431965058,3.82646106656936,0.92519309001247,40.449318493045,12.9408292937841,"Uniform Sample",12
0.0979597673328697,0.00397291748344208,37.4186399707819,5.91375387739331,1.13108628238845,75.0126199307048,14.5967423870148,"Biased Sample",12
0.0759151709576071,0.0482364294744016,45.8289022580111,2.95710937681818,2.38167288031059,34.4743332393841,23.204287650954,"Uniform Sample",13
0.0960601697116065,1.75817402105155,33.8820338319708,9.72394521538623,1.53420682978524,125.505703364748,19.7186270071098,"Biased Sample",13
0.0792228275003873,2.41040164377354e-05,58.2041113372284,1.69234096910877,3.77622206642742,20.7278473638561,49.5517972336493,"Uniform Sample",14
0.096683708631354,0.0701933525902543,61.7418941292867,5.5334769040094,1.04236789981749,63.5887253117706,13.6378765430178,"Biased Sample",14
0.0749446846282869,0.000874145789303112,26.6942374050295,4.89849589065459,1.58882218413638,58.7395892466118,18.6273363358971,"Uniform Sample",15
0.0946314526564501,0.000522279490185721,44.2090859690278,3.76226379154862,1.25194239059551,46.8088719361231,15.7778029520308,"Biased Sample",15
0.0757180628129173,0.116050880746326,39.9603483337881,4.12101068547819,2.87384103189776,48.1321791648178,38.1609391244514,"Uniform Sample",16
0.0984610643303104,0.193827253440903,33.5938117085542,8.55675260147551,6.62639832262256,100.274600526708,82.4088468838222,"Biased Sample",16
0.0771428398806819,9.199394959825e-06,43.6152132904884,3.33479502195117,6.14304462533288,39.8313483499675,59.8528716350389,"Uniform Sample",17
0.0928151145416358,0.00265911986389768,35.2610092020922,6.92746703129783,1.76141109095096,87.176427953131,23.7414122347627,"Biased Sample",17
