"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30"
0.951,0.9752,0.9536,0.972,-0.9696,-0.7294,-0.8918,0.8372,-0.9396,-0.9092,0.968,0.8834,0.8834,-0.9936,-0.9566,-0.9446,0.877,-0.5772,-0.986,0.9148,-0.9902,0.97,0.8832,-0.8146,0.8486,-0.954,0.8668,0.9682,-0.9414,0.9992
-0.6414,0.9584,0.9762,-0.6904,-0.9278,-0.9856,-0.987,0.9548,0.8164,0.883,0.9946,0.8438,-0.9014,0.988,0.9974,-0.8332,-0.9686,0.9954,-0.9708,0.944,-0.9702,-0.9706,-0.769,-0.9924,-0.998,-0.931,-0.8812,-0.8334,0.749,0.9192
0.929,-0.8008,0.8582,-0.9018,0.9688,-0.7526,0.9542,-0.9732,-0.7096,-0.9798,0.8628,-0.9388,-0.9756,0.932,0.8584,-0.9298,-0.8758,-0.9908,0.7982,-0.9714,-0.7378,-0.8786,-0.9938,0.5962,0.9684,-0.8442,0.8458,-0.9694,0.9196,-0.8504
0.7864,0.863,-0.9282,0.999,-0.9416,0.981,-0.9906,0.766,0.9864,-0.8642,-0.9106,0.9238,-0.8586,0.8346,0.9742,0.9182,-0.9076,0.9358,0.85,-0.925,0.9846,0.9924,-0.8952,0.9386,-0.9812,0.8828,0.9936,-0.725,-0.8416,0.9108
0.886,-0.9768,-0.9842,-0.5856,0.7478,0.8026,-0.8442,-0.7614,0.849,0.7704,-0.814,-0.8092,-0.9258,-0.8728,-0.9104,-0.9694,0.9064,-0.944,0.957,0.7212,-0.9992,0.9338,-0.9646,-0.9432,0.8868,-0.7142,0.8158,-0.8938,-0.585,-0.8136
-0.8706,0.8904,-0.8036,0.7058,0.9732,-0.7636,-0.3548,0.9994,0.8008,0.8656,0.972,0.9838,0.9596,0.9556,0.9308,-0.9618,0.7454,0.9548,0.9324,0.7768,0.8446,0.8504,-0.9176,0.908,0.9018,0.9726,0.8626,-0.8308,0.9636,-0.9392
-0.98,0.937,-0.8962,-0.9254,-0.8158,0.8358,-0.947,-0.9492,-0.89,-0.4476,-0.7802,0.9942,0.9064,-0.9818,-0.9676,-0.7982,0.956,0.8388,-0.833,-0.7936,-0.77,0.8312,-0.9054,0.9966,-0.8934,0.809,-0.919,-0.8448,0.8002,-0.972
-0.9462,0.9046,0.9928,-0.9804,-0.7182,0.9496,0.7096,-0.9532,0.9724,0.8562,0.9098,-0.8998,0.5442,-0.9834,-0.8182,0.946,-0.7946,0.822,-0.9934,-0.9422,0.944,0.973,0.9808,-0.8282,0.8908,0.999,0.935,0.8926,-0.9942,-0.8048
0.981,-0.9176,0.6516,-0.98,-0.9762,-0.9642,0.689,0.949,0.6512,0.8182,-0.8036,-0.7624,0.9746,0.96,-0.7904,-0.9784,0.8662,0.9638,0.9746,-0.9204,-0.94,0.9902,-0.8174,0.8282,-0.5784,-0.872,-0.9516,0.7722,0.9644,0.9452
0.9308,-0.903,-0.7936,0.9358,-0.9436,-0.9894,0.9514,-0.9704,0.903,0.9156,-0.863,0.7508,-0.8718,0.9924,0.7364,0.866,-0.9464,0.9678,-0.793,-0.99,0.9652,-0.9846,0.929,0.7572,-0.9066,0.987,-0.6316,-0.9624,-0.9868,0.9392
