"X1","X2","model","id","deff","d"
0.980141184991226,0.0588785158470273,"linear_unif",1,0.278,0.323509821940767
0.139281517826021,0.997955371625721,"linear_unif",1,0.278,0.323509821940767
0.00349436001852155,0.0125270490534604,"linear_unif",1,0.278,0.323509821940767
0.000784835778176785,0.068463985575363,"linear_unif",2,0.289,0.320192872347218
0.96173918992281,0.00968341226689517,"linear_unif",2,0.289,0.320192872347218
0.839386907173321,0.996875480748713,"linear_unif",2,0.289,0.320192872347218
0.989605797221884,0.0248085064813495,"linear_unif",3,0.343,0.321587757837762
0.00180990365333855,0.25212511071004,"linear_unif",3,0.343,0.321587757837762
0.985418316908181,0.98509309720248,"linear_unif",3,0.343,0.321587757837762
0.996843125671148,0.992152313701808,"linear_unif",4,0.523,0.329242590001013
0.985477534355596,0.00301891518756747,"linear_unif",4,0.523,0.329242590001013
0.000204171519726515,0.626080124638975,"linear_unif",4,0.523,0.329242590001013
0.00244056130759418,0.837381675606593,"linear_unif",5,0.29,0.323062925665806
0.989432384027168,0.97570911468938,"linear_unif",5,0.29,0.323062925665806
0.958228301722556,0.00461961515247822,"linear_unif",5,0.29,0.323062925665806
0.857235403032973,0.00811906042508781,"linear_unif",6,0.276,0.322389237452104
0.984170746989548,0.993216411443427,"linear_unif",6,0.276,0.322389237452104
0.0126999139320105,0.947245752904564,"linear_unif",6,0.276,0.322389237452104
0.961059387540445,0.0184453763067722,"linear_unif",7,0.339,0.326919737335278
0.998927786946297,0.998692188411951,"linear_unif",7,0.339,0.326919737335278
0.000129846157506108,0.792969129048288,"linear_unif",7,0.339,0.326919737335278
0.996934739872813,0.00815301202237606,"linear_unif",8,0.286,0.327723015929109
0.846967230550945,0.999104310292751,"linear_unif",8,0.286,0.327723015929109
0.00293613807298243,0.0757950169499964,"linear_unif",8,0.286,0.327723015929109
0.997211650712416,0.99576532188803,"linear_unif",9,0.367,0.328223188070585
0.958745941519737,0.00368457403965294,"linear_unif",9,0.367,0.328223188070585
0.00348325516097248,0.767871339339763,"linear_unif",9,0.367,0.328223188070585
0.000609823502600193,0.867596652824432,"linear_unif",10,0.26,0.323770593771112
0.97855711565353,0.00938422442413867,"linear_unif",10,0.26,0.323770593771112
0.983014195691794,0.984337251167744,"linear_unif",10,0.26,0.323770593771112
0.215129711665213,0.997177535668015,"linear_unif",11,0.329,0.322881344779462
0.993161253631115,0.0387761432211846,"linear_unif",11,0.329,0.322881344779462
0.00353563367389143,0.0325063101481646,"linear_unif",11,0.329,0.322881344779462
0.00492077739909291,0.971582698402926,"linear_unif",12,0.663,0.323570921527155
0.982922971015796,0.984405098250136,"linear_unif",12,0.663,0.323570921527155
0.5120435426943,0.000327354529872537,"linear_unif",12,0.663,0.323570921527155
0.969837898621336,0.985996279865503,"linear_unif",13,0.267,0.32478561130434
0.00191433634608984,0.169200307223946,"linear_unif",13,0.267,0.32478561130434
0.979422807460651,0.000428796280175447,"linear_unif",13,0.267,0.32478561130434
0.00256136548705399,0.973368871724233,"linear_unif",14,0.248,0.324836593833424
0.0984939644113183,0.00527561130002141,"linear_unif",14,0.248,0.324836593833424
0.999776205979288,0.938056661048904,"linear_unif",14,0.248,0.324836593833424
0.00118619902059436,0.010146155487746,"linear_unif",15,0.197,0.328469614223293
0.0545018538832664,0.998086210805923,"linear_unif",15,0.197,0.328469614223293
0.99232377181761,0.0287375254556537,"linear_unif",15,0.197,0.328469614223293
0.86746913404204,0.997074577026069,"linear_unif",16,0.235,0.325144566468357
0.984686527168378,0.00889054033905268,"linear_unif",16,0.235,0.325144566468357
0.00921117840334773,0.0137649858370423,"linear_unif",16,0.235,0.325144566468357
0.0110102344769984,0.0302327563986182,"linear_unif",17,0.451,0.32394770941102
0.996523299487308,0.0252573224715889,"linear_unif",17,0.451,0.32394770941102
0.655670708743855,0.999124975409359,"linear_unif",17,0.451,0.32394770941102
0.746513520367444,0.000620946753770113,"linear_unif",18,0.368,0.319354579908344
0.0112631637603045,0.955160968005657,"linear_unif",18,0.368,0.319354579908344
0.97697300137952,0.976855752291158,"linear_unif",18,0.368,0.319354579908344
0.996664785547182,0.0299931964837015,"linear_unif",19,0.339,0.326269624741797
0.216109469765797,0.992231518728659,"linear_unif",19,0.339,0.326269624741797
0.00797006068751216,0.00818518851883709,"linear_unif",19,0.339,0.326269624741797
0.0160476404707879,0.00948538165539503,"linear_unif",20,0.181,0.32680816721673
0.999500231817365,0.0550634409300983,"linear_unif",20,0.181,0.32680816721673
0.034739880124107,0.997466794680804,"linear_unif",20,0.181,0.32680816721673
0.00191828701645136,0.741743838181719,"linear_unif",21,0.426,0.320410290890238
0.939927612198517,0.00724327960051596,"linear_unif",21,0.426,0.320410290890238
0.971699201734737,0.987060187617317,"linear_unif",21,0.426,0.320410290890238
0.00344764697365463,0.111728230724111,"linear_unif",22,0.263,0.32523356373069
0.948976694839075,0.994292062940076,"linear_unif",22,0.263,0.32523356373069
0.991802923381329,0.0149710313417017,"linear_unif",22,0.263,0.32523356373069
0.93739337939769,0.990462604444474,"linear_unif",23,0.281,0.324300254327195
0.00239022425375879,0.145779547514394,"linear_unif",23,0.281,0.324300254327195
0.982052548788488,0.00447133742272854,"linear_unif",23,0.281,0.324300254327195
0.998248849762604,0.0190822829026729,"linear_unif",24,0.238,0.325839208875288
0.00156850181519985,0.0808934713713825,"linear_unif",24,0.238,0.325839208875288
0.94041831814684,0.992354484507814,"linear_unif",24,0.238,0.325839208875288
0.0181760636623949,0.00194040313363075,"linear_unif",25,0.636,0.321290702945488
0.0200855596922338,0.96752541535534,"linear_unif",25,0.636,0.321290702945488
0.999185523949564,0.498103465652093,"linear_unif",25,0.636,0.321290702945488
0.999257841845974,0.0419733768794686,"linear_unif",26,0.193,0.330278194997125
0.0376347538549453,0.998670214787126,"linear_unif",26,0.193,0.330278194997125
0.00587156368419528,0.00462619075551629,"linear_unif",26,0.193,0.330278194997125
0.99732550047338,0.973760446067899,"linear_unif",27,0.28,0.324495236130229
0.883339723106474,0.00017277617007494,"linear_unif",27,0.28,0.324495236130229
0.00268750893883407,0.90468237712048,"linear_unif",27,0.28,0.324495236130229
0.168462868547067,0.997473755152896,"linear_unif",28,0.332,0.327531387855617
0.996488999109715,0.0710551545489579,"linear_unif",28,0.332,0.327531387855617
0.00726213422603905,0.00153196160681546,"linear_unif",28,0.332,0.327531387855617
0.0211977937724441,0.00274004996754229,"linear_unif",29,0.319,0.326739215182064
0.00742029026150703,0.983236014144495,"linear_unif",29,0.319,0.326739215182064
0.999648866476491,0.808864391641691,"linear_unif",29,0.319,0.326739215182064
0.996146827703342,0.99601788748987,"linear_unif",30,0.175,0.329935481679515
