"X1","X2","X3","X4","absDeff","model","id","deff","d"
0.0815398227423429,0.939829098526388,0.110095967538655,0.00792634789831936,0.649,"linear_unif",1,0.724,0.259855818220668
0.0389893089886755,0.0702793563250452,0.982387098716572,0.193713016575202,0.649,"linear_unif",1,0.724,0.259855818220668
0.159320602891967,0.0668168091215193,0.00971896504051983,0.985856536077335,0.649,"linear_unif",1,0.724,0.259855818220668
0.896399585297331,0.942980240564793,0.99550097133033,0.983775198459625,0.649,"linear_unif",1,0.724,0.259855818220668
0.981916498858482,0.0453673347365111,0.082361992681399,0.020152572542429,0.649,"linear_unif",1,0.724,0.259855818220668
0.768860824406147,0.00193035323172808,0.946794064017013,0.905690445331857,0.513,"linear_unif",2,0.485,0.229099241646073
0.0914636829402298,0.0289850817061961,0.198517029872164,0.0175344846211374,0.513,"linear_unif",2,0.485,0.229099241646073
0.209047227865085,0.912094985600561,0.0767490998841822,0.945021986495703,0.513,"linear_unif",2,0.485,0.229099241646073
0.0889259353280067,0.911026960471645,0.927972437813878,0.0438551004044712,0.513,"linear_unif",2,0.485,0.229099241646073
0.973010113462806,0.785816419636831,0.0725806527771056,0.143952793907374,0.513,"linear_unif",2,0.485,0.229099241646073
0.0711594852618873,0.759615885093808,0.853836128488183,0.943656500661746,0.525,"linear_unif",3,0.53,0.243938915305112
0.995535644236952,0.0127292582765222,0.862017588224262,0.0650130701251328,0.525,"linear_unif",3,0.53,0.243938915305112
0.964080531150103,0.992738443659618,0.0207033350598067,0.837858170736581,0.525,"linear_unif",3,0.53,0.243938915305112
0.0661032176576555,0.780040874611586,0.0563276330940425,0.0400906447321177,0.525,"linear_unif",3,0.53,0.243938915305112
0.00797314872033894,0.0184753143694252,0.0225572232156992,0.966770647093654,0.525,"linear_unif",3,0.53,0.243938915305112
0.00931296264752746,0.245349372271448,0.916794400196522,0.960976645350456,0.603,"linear_unif",4,0.68,0.250010373376038
0.99921996332705,0.0242568461690098,0.0679842920508236,0.935969977173954,0.603,"linear_unif",4,0.68,0.250010373376038
0.971565583022311,0.111754418117926,0.962493936531246,0.0524756710510701,0.603,"linear_unif",4,0.68,0.250010373376038
0.985367552377284,0.871783376438543,0.861729760887101,0.975989268859848,0.603,"linear_unif",4,0.68,0.250010373376038
0.0478961479384452,0.946610820712522,0.00363363674841821,0.0821344307623804,0.603,"linear_unif",4,0.68,0.250010373376038
0.0488517151679844,0.995969891315326,0.105618296656758,0.141198071883991,0.465,"linear_unif",5,0.556,0.24298013216601
0.999054824700579,0.885382952634245,0.920949095161632,0.916874179849401,0.465,"linear_unif",5,0.556,0.24298013216601
0.970134188421071,0.00958054978400469,0.0199081255123019,0.444387805415317,0.465,"linear_unif",5,0.556,0.24298013216601
0.0661018653772771,0.0668756945524365,0.997395359445363,0.996119783492759,0.465,"linear_unif",5,0.556,0.24298013216601
0.859650844940916,0.0822694145608693,0.955970032839105,0.0121328656096011,0.465,"linear_unif",5,0.556,0.24298013216601
0.984446150483564,0.999419139930978,0.851274873362854,0.0933674636762589,0.613,"linear_unif",6,0.725,0.255209793180855
0.0551742364186794,0.0599891324527562,0.969162488589063,0.0830346075817943,0.613,"linear_unif",6,0.725,0.255209793180855
0.124360043322667,0.99076530104503,0.0308985910378397,0.935136679792777,0.613,"linear_unif",6,0.725,0.255209793180855
0.978201878955588,0.242335778661072,0.872075288556516,0.992018548306078,0.613,"linear_unif",6,0.725,0.255209793180855
0.92074980167672,0.0492121479474008,0.0250896953511983,0.0255783579777926,0.613,"linear_unif",6,0.725,0.255209793180855
0.144811542704701,0.943139769369736,0.000645703403279185,0.958964233053848,0.544,"linear_unif",7,0.749,0.246401033473456
0.0250405352562666,0.00649225781671703,0.827755267731845,0.936719858786091,0.544,"linear_unif",7,0.749,0.246401033473456
0.938586159143597,0.132087703794241,0.00900109647773206,0.0346540010068566,0.544,"linear_unif",7,0.749,0.246401033473456
0.942550932057202,0.94640424917452,0.977703666081652,0.733359633944929,0.544,"linear_unif",7,0.749,0.246401033473456
0.0102935202885419,0.973908102372661,0.723039626609534,0.0837817636784166,0.544,"linear_unif",7,0.749,0.246401033473456
0.977270067902282,0.0519244854804128,0.860921013401821,0.0132170843426138,0.423,"linear_unif",8,0.572,0.243873838378165
0.0649541886523366,0.882445006398484,0.98447940708138,0.0618337143678218,0.423,"linear_unif",8,0.572,0.243873838378165
0.987598446197808,0.673245516372845,0.991354255238548,0.984947333810851,0.423,"linear_unif",8,0.572,0.243873838378165
0.0454511519055814,0.11195779661648,0.0210597801487893,0.934419750468805,0.423,"linear_unif",8,0.572,0.243873838378165
0.776456715073436,0.848981120856479,0.0123717144597322,0.0247589789796621,0.423,"linear_unif",8,0.572,0.243873838378165
0.200494778575376,0.971437158295885,0.989991857903078,0.011383336270228,0.611,"linear_unif",9,0.673,0.24097145818838
0.754061923362315,0.12991633056663,0.976534107001498,0.961132306139916,0.611,"linear_unif",9,0.673,0.24097145818838
0.176565835950896,0.0217516040429473,0.0884325501974672,0.104458951158449,0.611,"linear_unif",9,0.673,0.24097145818838
0.0456349335145205,0.899698826251552,0.0653275663498789,0.965308861108497,0.611,"linear_unif",9,0.673,0.24097145818838
0.919426599517465,0.976146031403914,0.0359109048731625,0.117411668412387,0.611,"linear_unif",9,0.673,0.24097145818838
0.954557271674275,0.864015656290576,0.18846403225325,0.0311706769280136,0.563,"linear_unif",10,0.692,0.241772425319318
0.968724193749949,0.0194932171143591,0.96773715200834,0.0808968408964574,0.563,"linear_unif",10,0.692,0.241772425319318
0.016678182175383,0.0786833686288446,0.0536831023637205,0.163107889238745,0.563,"linear_unif",10,0.692,0.241772425319318
0.0656383649911731,0.935281669953838,0.949872625758871,0.881464077392593,0.563,"linear_unif",10,0.692,0.241772425319318
0.909136136760935,0.105876291869208,0.00745671009644866,0.915190772851929,0.563,"linear_unif",10,0.692,0.241772425319318
0.0174014049116522,0.0391839575022459,0.998107692459598,0.128929747268558,0.559,"linear_unif",11,0.668,0.255045989863359
0.929275932023302,0.987726045073941,0.920800804160535,0.0131350154988468,0.559,"linear_unif",11,0.668,0.255045989863359
0.12884432147257,0.906815129332244,0.0764553209301084,0.99931064946577,0.559,"linear_unif",11,0.668,0.255045989863359
0.93795855413191,0.216179816517979,0.978129438590258,0.928366384701803,0.559,"linear_unif",11,0.668,0.255045989863359
0.964859071187675,0.0240622689016163,0.00718268938362598,0.202977439621463,0.559,"linear_unif",11,0.668,0.255045989863359
0.888248563976958,0.996694755973294,0.0563810523599386,0.944316163891926,0.581,"linear_unif",12,0.634,0.247143903230427
0.0335501674562693,0.00237044156529009,0.696015946799889,0.920941997785121,0.581,"linear_unif",12,0.634,0.247143903230427
0.088832339970395,0.969203093554825,0.902362717082724,0.00836826441809535,0.581,"linear_unif",12,0.634,0.247143903230427
0.946570414118469,0.115855275886133,0.97375490097329,0.123917591758072,0.581,"linear_unif",12,0.634,0.247143903230427
0.0656217641662806,0.00164838088676333,0.0752321314066648,0.0145573117770255,0.581,"linear_unif",12,0.634,0.247143903230427
0.0894238187465817,0.191551386145875,0.962756643770263,0.919977840734646,0.562,"linear_unif",13,0.704,0.227368287214043
0.0959720863029361,0.865237457910553,0.0770286046899855,0.0727601589169353,0.562,"linear_unif",13,0.704,0.227368287214043
0.960647476604208,0.0797481625340879,0.791640326147899,0.00190007127821445,0.562,"linear_unif",13,0.704,0.227368287214043
0.817767682718113,0.155086995568126,0.0159193642903119,0.978667499730363,0.562,"linear_unif",13,0.704,0.227368287214043
0.92198149394244,0.986571476329118,0.822538339300081,0.651519601233304,0.562,"linear_unif",13,0.704,0.227368287214043
0.921153883449733,0.933226786088198,0.948628409067169,0.975230757612735,0.491,"linear_unif",14,0.56,0.244437848693255
0.855152936652303,0.00717423344030976,0.935878527816385,0.0223092092201114,0.491,"linear_unif",14,0.56,0.244437848693255
0.820636371849105,0.00619935500435531,0.0538936974480748,0.942196358228102,0.491,"linear_unif",14,0.56,0.244437848693255
0.014162078499794,0.210596674820408,0.96678814291954,0.775304354727268,0.491,"linear_unif",14,0.56,0.244437848693255
0.0270017886068672,0.997620498994365,0.0319101163186133,0.216439319774508,0.491,"linear_unif",14,0.56,0.244437848693255
0.93724513030611,0.122775811003521,0.0131576808635145,0.270313307177275,0.511,"linear_unif",15,0.653,0.233923911700022
0.780112607171759,0.970244231168181,0.988981670700014,0.169145185733214,0.511,"linear_unif",15,0.653,0.233923911700022
