"D","names","id"
0.0419161449764632,"Uniform Sample",1
0.0546929660711183,"Biased Sample",1
0.0426800504163348,"Uniform Sample",2
0.0552179397287183,"Biased Sample",2
0.041346153694599,"Uniform Sample",3
0.0559712532398522,"Biased Sample",3
0.0436042480232996,"Uniform Sample",4
0.0544234051278774,"Biased Sample",4
0.0417774391074132,"Uniform Sample",5
0.0541216346679606,"Biased Sample",5
0.0433972300586397,"Uniform Sample",6
0.0547157745046831,"Biased Sample",6
0.042644760668023,"Uniform Sample",7
0.054984033148919,"Biased Sample",7
0.04110814981432,"Uniform Sample",8
0.0530104063308356,"Biased Sample",8
0.0419274736232847,"Uniform Sample",9
0.0548358588214884,"Biased Sample",9
0.0410292675079866,"Uniform Sample",10
0.052651169526618,"Biased Sample",10
0.0640569378829599,"Federov with Uniform Sample",1
0.0785128537059826,"Federov with Biased Sample",1
0.0637119524078187,"Federov with Uniform Sample",2
0.077819908530033,"Federov with Biased Sample",2
0.0638751115168767,"Federov with Uniform Sample",3
0.0778362944149061,"Federov with Biased Sample",3
0.0640287762472701,"Federov with Uniform Sample",4
0.0776977333956714,"Federov with Biased Sample",4
0.0631631313186163,"Federov with Uniform Sample",5
0.0777229146201012,"Federov with Biased Sample",5
0.0635910564107887,"Federov with Uniform Sample",6
0.0782679099532754,"Federov with Biased Sample",6
0.0636001473305678,"Federov with Uniform Sample",7
0.0775223599589009,"Federov with Biased Sample",7
0.0646128450847343,"Federov with Uniform Sample",8
0.0780551608394913,"Federov with Biased Sample",8
0.0646077257879177,"Federov with Uniform Sample",9
0.0776929984439766,"Federov with Biased Sample",9
0.0647127642766894,"Federov with Uniform Sample",10
0.0783751519415649,"Federov with Biased Sample",10
