"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"1",0.201999792363495,0.544007127173245,0.474442246835679,0.139156147371978,0.0589693333022296,0.0589046995155513,0.945998311508447,0.272069537080824,0.652687564259395,0.990306462394074,0.194518231786788,0.257717833854258,0.322017800528556,0.0654413115698844,0.436420889338478,0.905228136572987,0.113820741185918,0.802837897557765,0.658120831009001,0.676130434731022,0.093500945949927,0.290314668556675,0.0121344202198088,0.343944148160517,0.74689292255789,0.409223530208692,0.775239882292226,0.78910481906496,0.268860407872126,0.712665558792651
"2",0.070753633743152,0.662859158590436,0.183677526423708,0.355687025235966,0.58856786089018,0.909750987077132,0.820464965421706,0.783998620230705,0.970314660575241,0.497413414297625,0.153563112718984,0.198591046500951,0.806332520209253,0.0343539114110172,0.956121181836352,0.495738834608346,0.916717248735949,0.14832793106325,0.254906589398161,0.192479781806469,0.243248390965164,0.505620791576803,0.614854688057676,0.739725164370611,0.788039393723011,0.670886499341577,0.705678692320362,0.631468769395724,0.0808130935765803,0.303318604826927
"3",0.127235441235825,0.413953386479989,0.672752978978679,0.846873699454591,0.270891382126138,0.916676583234221,0.563481798861176,0.294907537987456,0.228334350278601,0.897021918557584,0.142526349052787,0.286108158761635,0.259106517536566,0.147701894165948,0.592586551327258,0.443686442216858,0.453339763218537,0.737179582938552,0.21909650368616,0.0200508686248213,0.653750982135534,0.278049135347828,0.170810239389539,0.338869655039161,0.602254410739988,0.254130943212658,0.865818168735132,0.875870887422934,0.617482273606583,0.965762375155464
"4",0.532029685331509,0.838034827262163,0.243834834080189,0.41602893313393,0.738931143190712,0.435603286372498,0.185862916987389,0.583946954691783,0.111716805025935,0.321717624319717,0.22855683718808,0.124708727467805,0.676681722979993,0.730304571567103,0.952586874132976,0.636407925514504,0.491777419345453,0.67928195442073,0.941498693544418,0.221470686839893,0.124005254823714,0.836142817977816,0.48591628158465,0.801854180870578,0.912465057102963,0.697271520039067,0.188419349957258,0.655030343215913,0.195283998735249,0.593946243869141
"5",0.0907095440197736,0.153700684662908,0.988138268934563,0.0550246990751475,0.228457271819934,0.0458102701231837,0.182608220726252,0.467299023875967,0.454951229738072,0.0984167940914631,0.0571320781018585,0.863300613826141,0.0583951158914715,0.449152734130621,0.16982560348697,0.213316895766184,0.852903525810689,0.085581339430064,0.326726797269657,0.853153323754668,0.56997644668445,0.850227256538346,0.691360781434923,0.617852010997012,0.620729888323694,0.73135165614076,0.479804785456508,0.496659693773836,0.359129301505163,0.137387425871566
"6",0.504920079372823,0.924962771590799,0.91852749674581,0.890044435625896,0.920250731287524,0.338527703890577,0.543911527143791,0.701459251809865,0.133505986537784,0.520810709567741,0.377965832129121,0.707124232081696,0.921208056388423,0.227965015219525,0.855608569923788,0.287461845669895,0.564500502543524,0.70107673574239,0.586967127397656,0.540588972857222,0.793265649117529,0.361803477397189,0.122610302176327,0.307035732781515,0.685356141300872,0.795231133000925,0.721623897785321,0.479456532513723,0.532454734202474,0.192005538847297
"7",0.497189688263461,0.236155756283551,0.289642772171646,0.731783433584496,0.144735862500966,0.208674214081839,0.459057990461588,0.448719817446545,0.736756674712524,0.254093709634617,0.5470000798814,0.868749187560752,0.617041426477954,0.878745767520741,0.304642977425829,0.446092723403126,0.00647193077020347,0.175161400577053,0.128801716025919,0.0636324975639582,0.124167366418988,0.879962633596733,0.193439655471593,0.316722466843203,0.838691878365353,0.117626314051449,0.719658599933609,0.28864087164402,0.403897153912112,0.0482505082618445
"8",0.012567940633744,0.766154791694134,0.410681681940332,0.857677067397162,0.987422202480957,0.300485114334151,0.519043599488214,0.609535830561072,0.147203919943422,0.865092094056308,0.529365118825808,0.333647241117433,0.832730952650309,0.983329734532163,0.691572032868862,0.321895043598488,0.229682941688225,0.334343263646588,0.0149302210193127,0.486000813543797,0.556984638795257,0.823531131492928,0.126566692953929,0.182056654011831,0.810203924542293,0.871821294305846,0.552229586057365,0.135188979329541,0.132084251847118,0.472700914368033
"9",0.866858322871849,0.321047143777832,0.514396202750504,0.020433867815882,0.0857397096697241,0.239110205322504,0.639162959996611,0.479364738566801,0.429385875817388,0.979753002524376,0.0916521549224854,0.819304157746956,0.00112202833406627,0.917202501092106,0.120920492336154,0.489199747564271,0.628870693733916,0.453914465615526,0.294122468680143,0.788180667208508,0.335525955306366,0.536753508029506,0.150096682598814,0.416489081690088,0.0330162229947746,0.0815219758078456,0.18210241664201,0.686040297383443,0.400285901036114,0.895141494227573
"10",0.99272163794376,0.573612895095721,0.783230940345675,0.906691621756181,0.243052507052198,0.282881774241105,0.146877830848098,0.550123242894188,0.21382121485658,0.382304792525247,0.909827805357054,0.979039319092408,0.896847657859325,0.278843522071838,0.734373913845047,0.160282134311274,0.136878626421094,0.172406960045919,0.252899164799601,0.453924981178716,0.62208788562566,0.784527492942289,0.316531708696857,0.0851680801715702,0.845612488221377,0.65652459138073,0.52230447367765,0.147447555325925,0.229822155321017,0.387890341226012
