"D","real_coefficients_prf_sum","noise_coefficients_prf_sum","coefficient_distance","coefficient_refit_distance","linear_fit_distance","linear_refit_distance","names","id","prft","noise","coefficients","regression_model","coefficient_probability","normal_samples"
0.160957995725198,1.01775513058411e-06,24.2923275063701,1.14539764087329,4.21616707588653,20.5345156200485,78.1039385720641,"Uniform Sample",1,1e-04,0.3,61,"linear",0.15,0
0.378573495982465,1.60999736293253e-06,26.5291929829541,0.994244502317005,0.721474185576598,18.7881842623393,13.4332704522278,"Biased Sample",1,1e-04,0.3,61,"linear",0.15,0
0.170856310920953,5.07669450286085e-07,18.9250501766152,1.68303227868103,0.601519190096113,31.0863743876958,11.2388066939827,"Uniform Sample",2,1e-04,0.3,61,"linear",0.15,0
0.396236059649177,9.97454574190307e-08,32.4802969368078,0.622193143525098,3.07144756744303,11.5011452322504,55.921040175852,"Biased Sample",2,1e-04,0.3,61,"linear",0.15,0
0.168249421823531,5.72321026524792e-06,30.9206800070967,1.11469813627748,2.76708883098909,20.4845430323973,51.7484650765192,"Uniform Sample",3,1e-04,0.3,61,"linear",0.15,0
0.376498173596449,4.13444778233698e-08,27.4303953301677,0.65007368523963,0.575400888039233,12.0989131084078,11.0832240316955,"Biased Sample",3,1e-04,0.3,61,"linear",0.15,0
0.156342101500801,5.80473037316205e-05,21.5677307060763,1.64563782858937,0.61301627129695,29.7692464870524,10.9489740198211,"Uniform Sample",4,1e-04,0.3,61,"linear",0.15,0
0.380761523013581,2.39985859286947e-08,26.1650512664811,0.808035353492556,3.20773141841631,15.3836842835555,58.9920905634719,"Biased Sample",4,1e-04,0.3,61,"linear",0.15,0
0.165045340532449,6.84284929776015e-08,12.0934274217891,2.07110814879783,0.685762411421736,39.5945248065664,12.7025145906516,"Uniform Sample",5,1e-04,0.3,61,"linear",0.15,0
0.395584293269592,6.7604029829519e-10,22.0026295351981,0.816795832305787,0.469840404129721,14.6055987398777,8.42880058307006,"Biased Sample",5,1e-04,0.3,61,"linear",0.15,0
0.164091778653291,0.000490823152395289,32.7806662479297,1.40350904171421,0.441439890229828,25.99784117755,8.19286454356148,"Uniform Sample",6,1e-04,0.3,61,"linear",0.15,0
0.391323353368054,1.11648155202891e-06,32.6133294351945,0.609731601493451,0.380100933917252,11.4427832065884,7.06500841398832,"Biased Sample",6,1e-04,0.3,61,"linear",0.15,0
0.164906669480725,0.00200197909403033,26.9333632435259,1.54129814094431,1.25970400798088,28.4293651489667,22.7201143283895,"Uniform Sample",7,1e-04,0.3,61,"linear",0.15,0
0.378419563970807,3.78334053842049e-06,26.6276373966227,0.725951859065219,0.356024220251489,13.254766384292,6.69325671536656,"Biased Sample",7,1e-04,0.3,61,"linear",0.15,0
