"X1","X2","X3","X4","X5","X6","X7","X8","model","id","deff","d"
0.909112330526114,0.0832420438528061,0.86849171645008,0.515226693823934,0.200713862199336,0.103570458246395,0.870324455201626,0.0698725052643567,"linear_unif",1,0.381,0.154195034058771
0.999247221276164,0.0347197304945439,0.246827887836844,0.121782606700435,0.984724821290001,0.954492722405121,0.116758950753137,0.658897663699463,"linear_unif",1,0.381,0.154195034058771
0.0656715834047645,0.030091704800725,0.201098603429273,0.826984201325104,0.329399906331673,0.92226728820242,0.845788352191448,0.972956037148833,"linear_unif",1,0.381,0.154195034058771
0.114176152506843,0.883422232000157,0.934041855856776,0.888111804844812,0.979821000946686,0.103732256684452,0.134782511275262,0.925660726847127,"linear_unif",1,0.381,0.154195034058771
0.873318683356047,0.929034216795117,0.641853919252753,0.203944621142,0.0682509553153068,0.985557544277981,0.991707016015425,0.9435965991579,"linear_unif",1,0.381,0.154195034058771
0.0520773867610842,0.259658817900345,0.692369208903983,0.0238833932671696,0.91197543987073,0.656766656553373,0.974576614797115,0.289631952764466,"linear_unif",1,0.381,0.154195034058771
0.176565859699622,0.3371516703628,0.897888330742717,0.0959653237368912,0.115298331016675,0.276946460362524,0.00475799129344523,0.998852853896096,"linear_unif",1,0.381,0.154195034058771
0.570927823195234,0.572249618824571,0.0353164453990757,0.0024599761236459,0.264270529383793,0.220682775136083,0.895485969958827,0.828219056362286,"linear_unif",1,0.381,0.154195034058771
0.334688408533111,0.889507873682305,0.0821532995905727,0.758428953122348,0.0233010724186897,0.727514438098297,0.127844437491149,0.0152744352817535,"linear_unif",1,0.381,0.154195034058771
0.31106311804615,0.928294856334105,0.00611469522118568,0.0100990114733577,0.160930989542976,0.170590468216687,0.369061285629869,0.864525989163667,"linear_unif",2,0.168,0.15812578774716
0.542146609630436,0.0578776323236525,0.0481283119879663,0.863062096061185,0.0367471396457404,0.0351036994252354,0.489127916516736,0.115024599945173,"linear_unif",2,0.168,0.15812578774716
0.0163895091973245,0.280277286656201,0.0269719990901649,0.770989084849134,0.863197728991508,0.835907601285726,0.884672520682216,0.350865905871615,"linear_unif",2,0.168,0.15812578774716
0.142590885749087,0.873532926430926,0.994643543846905,0.983329631853849,0.955232683103532,0.000918864738196135,0.9712583667133,0.0511401148978621,"linear_unif",2,0.168,0.15812578774716
0.46204507863149,0.136733323568478,0.873175433138385,0.129109942587093,0.747796552022919,0.0854263468645513,0.0328037028666586,0.142847708193585,"linear_unif",2,0.168,0.15812578774716
0.801066971383989,0.0710933350492269,0.933299077674747,0.395041154930368,0.955317123094574,0.0389701314270496,0.978885871823877,0.914905487326905,"linear_unif",2,0.168,0.15812578774716
0.975304000778124,0.846091909334064,0.0359079297631979,0.0583177057560533,0.997035024454817,0.0264696129597723,0.971824904205278,0.0387557228095829,"linear_unif",2,0.168,0.15812578774716
0.0948883662931621,0.91321341926232,0.956290464615449,0.0332701473962516,0.035221682395786,0.930668600136414,0.936650953022763,0.0183621714822948,"linear_unif",2,0.168,0.15812578774716
0.929289182648063,0.903713414212689,0.16945897997357,0.650196350878105,0.693732669577003,0.870222632074729,0.129993623588234,0.934799212962389,"linear_unif",2,0.168,0.15812578774716
0.215789726469666,0.36815706291236,0.433319451287389,0.981089995941147,0.104681322583929,0.0563475543167442,0.793411213671789,0.01025186246261,"linear_unif",3,0.244,0.153690938372415
0.123197322711349,0.021320263389498,0.937438188586384,0.272096861386672,0.989371777512133,0.00164679088629782,0.132847637869418,0.699319648556411,"linear_unif",3,0.244,0.153690938372415
0.906298002228141,0.671595839317888,0.0807848323602229,0.882544594118372,0.28026560950093,0.135868913959712,0.1200031186454,0.95551816211082,"linear_unif",3,0.244,0.153690938372415
0.324465327430516,0.303220478119329,0.0165939731523395,0.141813965979964,0.96459827106446,0.578472689259797,0.875208410201594,0.0751758280675858,"linear_unif",3,0.244,0.153690938372415
0.627431593835354,0.987754178699106,0.969564832979813,0.335938998963684,0.81264957273379,0.16423161723651,0.996906653046608,0.667929133865982,"linear_unif",3,0.244,0.153690938372415
0.0716568259522319,0.932907711714506,0.0541207850910723,0.0744558153674006,0.0402098754420877,0.864317079074681,0.396812839899212,0.71901589538902,"linear_unif",3,0.244,0.153690938372415
0.850308541674167,0.0337303273845464,0.863046425161883,0.195195295615122,0.00197549327276647,0.995648861629888,0.98473939159885,0.840991374105215,"linear_unif",3,0.244,0.153690938372415
0.80137002072297,0.223253885051236,0.97823937702924,0.0136920490767807,0.356202011695132,0.0290419142693281,0.12417978933081,0.0635127755813301,"linear_unif",3,0.244,0.153690938372415
0.74507954204455,0.883864325005561,0.71959802811034,0.862832493847236,0.735816966742277,0.881797334877774,0.0380970323458314,0.0797981473151594,"linear_unif",3,0.244,0.153690938372415
0.982195343822241,0.094391462393105,0.282450755126774,0.940241262549534,0.610122891841456,0.935657075606287,0.789552911417559,0.942460496444255,"linear_unif",4,0.365,0.150680260485559
0.065232302993536,0.93128769681789,0.014690845971927,0.917119654361159,0.411396522540599,0.131900230422616,0.643388075986877,0.89527070755139,"linear_unif",4,0.365,0.150680260485559
0.206892892951146,0.124112168326974,0.856053915573284,0.992474669357762,0.880710280034691,0.087450741790235,0.996042635524645,0.476815554313362,"linear_unif",4,0.365,0.150680260485559
0.836014938773587,0.909400137374178,0.998533028177917,0.409824628848583,0.0435965210199356,0.774727604119107,0.775548469508067,0.247329554054886,"linear_unif",4,0.365,0.150680260485559
0.917539615882561,0.800868968944997,0.592312964843586,0.0998829745221883,0.79167315736413,0.14896491332911,0.021474156761542,0.17418171884492,"linear_unif",4,0.365,0.150680260485559
0.0466235554777086,0.237765993690118,0.0361699981149286,0.200280391843989,0.786751131294295,0.550888349302113,0.142663397127762,0.00350709189660847,"linear_unif",4,0.365,0.150680260485559
0.197604608023539,0.906715613789856,0.982458151411265,0.91632372350432,0.925636166939512,0.969792605377734,0.145965091651306,0.856539220549166,"linear_unif",4,0.365,0.150680260485559
0.261227421229705,0.135068775620311,0.913681261008605,0.0160451338160783,0.00584972719661891,0.0794784163590521,0.285943863447756,0.871850232128054,"linear_unif",4,0.365,0.150680260485559
0.29957656445913,0.94913368485868,0.354529932141304,0.00616870960220695,0.994186676573008,0.391810047673061,0.975736435269937,0.777255861088634,"linear_unif",4,0.365,0.150680260485559
