"X1","X2","X3","X4","X5","X6","X7","X8","model","id","deff","d"
0.0307124331593513,0.950911151943728,0.955163870472461,0.241492478409782,0.038274978287518,0.442921323003247,0.0248260751832277,0.159427355276421,"linear_unif",1,0.329,0.163990170006007
0.705993747105822,0.797764884540811,0.0244664959609509,0.883122074650601,0.00838586455211043,0.786818550899625,0.23379714274779,0.949058153200895,"linear_unif",1,0.329,0.163990170006007
0.985383938066661,0.979212340898812,0.387939671752974,0.136678831186146,0.93397000269033,0.830875207902864,0.692211875459179,0.22536682523787,"linear_unif",1,0.329,0.163990170006007
0.438349274685606,0.0232798433862627,0.110081421909854,0.111113701481372,0.0622386955656111,0.968253562459722,0.986606935970485,0.00691936211660504,"linear_unif",1,0.329,0.163990170006007
0.636517756385729,0.691133207408711,0.976133383112028,0.256624224828556,0.113880056655034,0.00663082534447312,0.838927736505866,0.893474122043699,"linear_unif",1,0.329,0.163990170006007
0.0227352357469499,0.586079603293911,0.0528998642694205,0.221529936185107,0.976405540248379,0.069345120806247,0.204065578291193,0.845494867302477,"linear_unif",1,0.329,0.163990170006007
0.972054393962026,0.0518109204713255,0.943249954842031,0.00871602818369865,0.397882926743478,0.643031679559499,0.0915639463346452,0.921433649258688,"linear_unif",1,0.329,0.163990170006007
0.861221929313615,0.0506485307123512,0.959727075649425,0.893163807457313,0.530429344624281,0.1900625359267,0.0618856446817517,0.0607106818351895,"linear_unif",1,0.329,0.163990170006007
0.051634612493217,0.237304142909124,0.571840470656753,0.955867323093116,0.935499708401039,0.997988987946883,0.741898712003604,0.895912731532007,"linear_unif",1,0.329,0.163990170006007
0.038186555961147,0.940200234064832,0.0374411339871585,0.882163588190451,0.936340211657807,0.730681157205254,0.988106517354026,0.527816174086183,"linear_unif",2,0.407,0.160545806471724
0.0131153613328934,0.117038742173463,0.109204761916772,0.889503912301734,0.348824453307316,0.221856312360615,0.0509048837702721,0.978849003324285,"linear_unif",2,0.407,0.160545806471724
0.22545077954419,0.169527245452628,0.171307058306411,0.0515498018357903,0.0400358438491821,0.381312382873148,0.993396048201248,0.257279953220859,"linear_unif",2,0.407,0.160545806471724
0.483594008954242,0.994751926977187,0.956657563336194,0.339277508435771,0.0360953130293638,0.0254801434930414,0.426848208764568,0.99025383638218,"linear_unif",2,0.407,0.160545806471724
0.052105613052845,0.935020049335435,0.94754748349078,0.331972924759611,0.978380232583731,0.902282032184303,0.186642810003832,0.222008570563048,"linear_unif",2,0.407,0.160545806471724
0.956938807619736,0.116756554460153,0.83864723611623,0.198569699423388,0.935852534137666,0.81273786094971,0.324350097449496,0.962674832902849,"linear_unif",2,0.407,0.160545806471724
0.648982309969142,0.0722343267407268,0.939618115313351,0.846457021078095,0.998723039170727,0.196982911089435,0.939654651563615,0.140952141024172,"linear_unif",2,0.407,0.160545806471724
0.877144682919607,0.549540232401341,0.260416375240311,0.913157559698448,0.08284120564349,0.884361891075969,0.0614876227919012,0.206954422639683,"linear_unif",2,0.407,0.160545806471724
0.974653309676796,0.95847869454883,0.040277513442561,0.302459178259596,0.937498715939,0.158688814844936,0.0585645991377532,0.252094882074744,"linear_unif",2,0.407,0.160545806471724
0.998822353081778,0.0892594249453396,0.929710316006094,0.202162121189758,0.150753807974979,0.0662528336979449,0.45668484386988,0.982294667745009,"linear_unif",3,0.284,0.166192431032466
0.00951829785481095,0.057951181428507,0.584600758273154,0.0474845783319324,0.123900696868077,0.80779346358031,0.207160394871607,0.000194101827219129,"linear_unif",3,0.284,0.166192431032466
0.90490386611782,0.856959870317951,0.507404397940263,0.102236567763612,0.591863579582423,0.993601164082065,0.890465255593881,0.308092651423067,"linear_unif",3,0.284,0.166192431032466
0.0223256354220212,0.668727469630539,0.941067575011402,0.864550274331123,0.95892779994756,0.950744597939774,0.0171277241315693,0.930104842176661,"linear_unif",3,0.284,0.166192431032466
0.862058020429686,0.94234203454107,0.0606593850534409,0.0314351860433817,0.807415711693466,0.145967155927792,0.0158680740278214,0.0773509102873504,"linear_unif",3,0.284,0.166192431032466
0.137933598598465,0.999575047055259,0.510429288260639,0.909850995521992,0.061366694746539,0.138167626457289,0.956301455153152,0.980837478302419,"linear_unif",3,0.284,0.166192431032466
