"X1","X2","model","id","deff","d"
0.990379176801071,0.992591237882152,"linear_unif",1,0.44,0.327355724710861
0.674309488385916,0.00014213752001524,"linear_unif",1,0.44,0.327355724710861
0.00444237352348864,0.975916514871642,"linear_unif",1,0.44,0.327355724710861
0.994688146514818,0.993274595122784,"linear_unif",2,0.303,0.330605575574048
4.79277223348618e-05,0.992878768360242,"linear_unif",2,0.303,0.330605575574048
0.860725297126919,0.000148393213748932,"linear_unif",2,0.303,0.330605575574048
0.992853104369715,0.873196563916281,"linear_unif",3,0.27,0.32485297945128
0.00458474550396204,0.984550399938598,"linear_unif",3,0.27,0.32485297945128
0.0604832819662988,0.00474904105067253,"linear_unif",3,0.27,0.32485297945128
0.062668778700754,0.00621427618898451,"linear_unif",4,0.353,0.325594858363474
0.00608063791878521,0.989614219171926,"linear_unif",4,0.353,0.325594858363474
0.999119898770005,0.792134812101722,"linear_unif",4,0.353,0.325594858363474
0.00342905893921852,0.984806805849075,"linear_unif",5,0.383,0.328562962858985
0.999223155668005,0.750998998992145,"linear_unif",5,0.383,0.328562962858985
0.00323232659138739,0.00210935296490788,"linear_unif",5,0.383,0.328562962858985
0.00174516695551574,0.87992556928657,"linear_unif",6,0.236,0.324351539208201
0.98233671230264,0.990723654394969,"linear_unif",6,0.236,0.324351539208201
0.964174777502194,0.00981805310584605,"linear_unif",6,0.236,0.324351539208201
0.00484015187248588,0.00166656612418592,"linear_unif",7,0.201,0.329588242562533
0.0498110018670559,0.992818322731182,"linear_unif",7,0.201,0.329588242562533
0.998612701892853,0.0413565279450268,"linear_unif",7,0.201,0.329588242562533
0.984893452143297,0.9881083779037,"linear_unif",8,0.394,0.324264535506981
0.0115089360624552,0.980978969251737,"linear_unif",8,0.394,0.324264535506981
0.692100428743288,0.000259611988440156,"linear_unif",8,0.394,0.324264535506981
0.00491652055643499,0.990458876127377,"linear_unif",9,0.222,0.326862203174261
0.998254662845284,0.886266029905528,"linear_unif",9,0.222,0.326862203174261
0.0188211889471859,0.0114664963912219,"linear_unif",9,0.222,0.326862203174261
0.982613908825442,0.984326880890876,"linear_unif",10,0.257,0.327090761664575
0.00023205834440887,0.119381370954216,"linear_unif",10,0.257,0.327090761664575
0.993616544408724,0.0045411866158247,"linear_unif",10,0.257,0.327090761664575
0.768373594619334,0.996446340112016,"linear_unif",11,0.328,0.328532347810658
0.00257114483974874,0.0245533718261868,"linear_unif",11,0.328,0.328532347810658
0.995738070458174,0.00728835328482091,"linear_unif",11,0.328,0.328532347810658
0.995800115168095,0.0185734864789993,"linear_unif",12,0.296,0.328629969047043
0.00624612020328641,0.00905225705355406,"linear_unif",12,0.296,0.328629969047043
0.18265594006516,0.999992964789271,"linear_unif",12,0.296,0.328629969047043
0.0112563665024936,0.990449864882976,"linear_unif",13,0.551,0.326556488915725
0.998025025473908,0.57244072877802,"linear_unif",13,0.551,0.326556488915725
