"D","names","id"
0.874353396345342,"federov",1
0.848195387878309,"biased",1
0.838345385940722,"federov",2
0.822044022735744,"biased",2
0.808976190841174,"federov",3
0.817834044474469,"biased",3
0.824884263126842,"federov",4
0.850363520244429,"biased",4
0.824720153700433,"federov",5
0.830906982260879,"biased",5
0.828470291759106,"federov",6
0.830608578879429,"biased",6
0.844502399522477,"federov",7
0.843899104343502,"biased",7
0.866130407216247,"federov",8
0.831068308440007,"biased",8
0.815283693964934,"federov",9
0.852972314514895,"biased",9
0.808272222751815,"federov",10
0.841484344578115,"biased",10
0.830528474428222,"federov",11
0.823682494959804,"biased",11
0.812027737374672,"federov",12
0.827789181776996,"biased",12
0.837423639758237,"federov",13
0.851464205961909,"biased",13
0.836035522963448,"federov",14
0.868175327773618,"biased",14
0.836009287898953,"federov",15
0.841925198692765,"biased",15
0.83155063551872,"federov",16
0.866958251112237,"biased",16
0.825958640740741,"federov",17
0.812091460545842,"biased",17
0.810355668839942,"federov",18
0.827006578108227,"biased",18
0.821774141281367,"federov",19
0.859528682732856,"biased",19
0.82467131950454,"federov",20
0.845062554581257,"biased",20
0.806228088283345,"federov",21
0.835202200179328,"biased",21
0.816257900861964,"federov",22
0.835232048052074,"biased",22
0.797491909238184,"federov",23
0.819120032950191,"biased",23
0.795579222362895,"federov",24
0.839517468260396,"biased",24
0.796207406015378,"federov",25
0.837286508757999,"biased",25
0.824816599699277,"federov",26
0.82525340168038,"biased",26
0.838265434080474,"federov",27
0.833987400124177,"biased",27
0.806594462497904,"federov",28
0.860988982682753,"biased",28
0.824995445777992,"federov",29
0.819947002420459,"biased",29
0.81916504768381,"federov",30
0.847818803733793,"biased",30
0.831016611489868,"federov",31
0.856771633517885,"biased",31
0.838069128188603,"federov",32
0.869684038909608,"biased",32
0.808640371065053,"federov",33
0.857242310919212,"biased",33
0.830492266465244,"federov",34
0.837629088471165,"biased",34
0.838434545554393,"federov",35
0.827618481186255,"biased",35
0.85287995839863,"federov",36
0.856684659999786,"biased",36
0.853508754692173,"federov",37
0.825287403419253,"biased",37
0.855726654352531,"federov",38
0.808858786407037,"biased",38
0.826349352068305,"federov",39
0.824730343537389,"biased",39
0.835237354316141,"federov",40
0.830855410030855,"biased",40
0.83658448555702,"federov",41
0.841395541180801,"biased",41
0.811119186065812,"federov",42
0.809145817281115,"biased",42
0.807928810674702,"federov",43
0.854105722984908,"biased",43
0.812002925962047,"federov",44
0.829647654501872,"biased",44
0.818020293520747,"federov",45
0.837699363495967,"biased",45
0.836242282437942,"federov",46
0.84769393109217,"biased",46
0.825322982148546,"federov",47
0.814272369373005,"biased",47
0.83459254942127,"federov",48
0.82528799521178,"biased",48
0.815203478018939,"federov",49
0.839740977399725,"biased",49
0.854708284527836,"federov",50
0.8254929407677,"biased",50
0.821034310256901,"federov",51
0.816383702483283,"biased",51
0.840697335592385,"federov",52
0.812253718236512,"biased",52
0.815745472291164,"federov",53
0.819373439422017,"biased",53
0.829706636293007,"federov",54
0.806548846132858,"biased",54
0.832000110596315,"federov",55
0.856237183525736,"biased",55
0.835628771548409,"federov",56
0.837277047727551,"biased",56
0.807716475124092,"federov",57
0.827428594125101,"biased",57
0.817215843344733,"federov",58
0.81143435389585,"biased",58
0.835338798266191,"federov",59
0.835691580022164,"biased",59
0.813155063330511,"federov",60
0.860006263021711,"biased",60
0.784049729440737,"federov",61
0.836241660037626,"biased",61
0.821860127277051,"federov",62
0.841914669637677,"biased",62
0.803108947634572,"federov",63
0.838572104382366,"biased",63
0.826850153717729,"federov",64
0.811811759102238,"biased",64
