"X1","X2","X3","X4","X5","X6","X7","X8","model","id","deff","d"
0.89456360344775,0.876444067107514,0.530645873397589,0.964367342414334,0.545719041721895,0.84354126569815,0.0524687392171472,0.0232595005072653,"linear_unif",1,0.467,0.153022282652073
0.144904815591872,0.99482467607595,0.967832020949572,0.117282888386399,0.0299293356947601,0.333416518988088,0.681162484455854,0.638114221626893,"linear_unif",1,0.467,0.153022282652073
0.0302500920370221,0.427975241094828,0.970689934445545,0.357574993278831,0.996805543545634,0.0260242344811559,0.225790654076263,0.301470806822181,"linear_unif",1,0.467,0.153022282652073
0.888478641863912,0.100258791819215,0.218392015201971,0.300577897345647,0.00485333427786827,0.133439477067441,0.976964081870392,0.0100508742034435,"linear_unif",1,0.467,0.153022282652073
0.913023068103939,0.137849169783294,0.813209109241143,0.783569283550605,0.770994727965444,0.968571641715243,0.848317201947793,0.762777052121237,"linear_unif",1,0.467,0.153022282652073
0.019446176243946,0.359576874179766,0.0646990614477545,0.998946567997336,0.0116241704672575,0.264323245966807,0.656340998131782,0.725499654188752,"linear_unif",1,0.467,0.153022282652073
0.0345851457677782,0.469667057273909,0.00580083811655641,0.115673506399617,0.700212297728285,0.999912192113698,0.124343696981668,0.378179309424013,"linear_unif",1,0.467,0.153022282652073
0.983618383761495,0.0575066062156111,0.184088265988976,0.461199637269601,0.21439964720048,0.121271355310455,0.055769516620785,0.98962349165231,"linear_unif",1,0.467,0.153022282652073
0.66117245121859,0.994533019838855,0.408505816478282,0.197396740783006,0.990241013234481,0.0144722927361727,0.957600703462958,0.661166346864775,"linear_unif",1,0.467,0.153022282652073
0.887646782677621,0.0233703800477087,0.870396313024685,0.263854732038453,0.398109265835956,0.225961277028546,0.189975829096511,0.0304654026404023,"linear_unif",2,0.383,0.149964673005823
0.0364703666418791,0.205654358258471,0.0642662607133389,0.989988663233817,0.655004200059921,0.904230492422357,0.658817761810496,0.32012803805992,"linear_unif",2,0.383,0.149964673005823
0.238462392706424,0.235439576674253,0.574638374615461,0.0536541724577546,0.701530564343557,0.454150690464303,0.952476294711232,0.999775019008666,"linear_unif",2,0.383,0.149964673005823
0.397317967377603,0.615342312725261,0.398462207755074,0.897822448285297,0.0178514132276177,0.0209146635606885,0.999312981730327,0.331749286968261,"linear_unif",2,0.383,0.149964673005823
0.968714582268149,0.780999642796814,0.0156964585185051,0.11919782939367,0.302301437361166,0.957405871711671,0.0459158727899194,0.861511574359611,"linear_unif",2,0.383,0.149964673005823
0.859124577371404,0.903909788001329,0.883769680513069,0.997114133555442,0.892800750676543,0.166517877019942,0.321608384139836,0.842756631784141,"linear_unif",2,0.383,0.149964673005823
0.0139034546446055,0.0749055875930935,0.959157939534634,0.142571568721905,0.141096928156912,0.335443057352677,0.0370969083160162,0.912972444435582,"linear_unif",2,0.383,0.149964673005823
0.228836515219882,0.9599345093593,0.119819620624185,0.231861457461491,0.786384155973792,0.0097495571244508,0.0535008232109249,0.0493019314017147,"linear_unif",2,0.383,0.149964673005823
0.218863747781143,0.885848268633708,0.972734359558672,0.105635574087501,0.318790918914601,0.955590858357027,0.498502418864518,0.0204761154018342,"linear_unif",2,0.383,0.149964673005823
0.00743708689697087,0.41058837575838,0.966469222679734,0.406285370932892,0.40886591677554,0.903352850116789,0.0436538706999272,0.0189727598335594,"linear_unif",3,0.444,0.156261829975377
0.0172710919287056,0.963303775992244,0.530314810341224,0.0775717447977513,0.936770578380674,0.137813377659768,0.963443266926333,0.130612310254946,"linear_unif",3,0.444,0.156261829975377
