"X1","X2","X3","X4","model","id","deff","d"
0.086566410260275,0.959733769763261,0.176582120824605,0.978671687655151,"linear_unif",1,0.452,0.245835027195429
0.881231677252799,0.978035354288295,0.0199498732108623,0.0257727934513241,"linear_unif",1,0.452,0.245835027195429
0.0202223020605743,0.168671697378159,0.996964190620929,0.0133159905672073,"linear_unif",1,0.452,0.245835027195429
0.637660450069234,0.003267761785537,0.00496985623613,0.854939136886969,"linear_unif",1,0.452,0.245835027195429
0.919228140730411,0.972180223790929,0.962507479591295,0.875983929960057,"linear_unif",1,0.452,0.245835027195429
0.928307435242459,0.989359840052202,0.104880500817671,0.095920518040657,"linear_unif",2,0.701,0.243671864377136
0.142768710386008,0.0667910692282021,0.0248802767600864,0.998534556245431,"linear_unif",2,0.701,0.243671864377136
0.0758718797005713,0.030549846123904,0.842314885463566,0.0503631569445133,"linear_unif",2,0.701,0.243671864377136
0.987356707686558,0.515266824513674,0.995134007418528,0.966533727943897,"linear_unif",2,0.701,0.243671864377136
0.0165289405267686,0.968174960464239,0.82514798687771,0.941333460854366,"linear_unif",2,0.701,0.243671864377136
0.998548823175952,0.269040546379983,0.0113297130446881,0.0755606188904494,"linear_unif",3,0.576,0.235726670288981
0.0219049518927932,0.919928811257705,0.0228553318884224,0.952729567652568,"linear_unif",3,0.576,0.235726670288981
0.0372158503159881,0.962262914981693,0.924263870343566,0.239688595291227,"linear_unif",3,0.576,0.235726670288981
0.202916076872498,0.0270185570698231,0.923247713362798,0.862891446333379,"linear_unif",3,0.576,0.235726670288981
0.925444027641788,0.873032775474712,0.989507952239364,0.992789254756644,"linear_unif",3,0.576,0.235726670288981
0.0115944107528776,0.895036239875481,0.0130020347423851,0.0617523870896548,"linear_unif",4,0.653,0.236566352050624
0.0865884148515761,0.934619829058647,0.911868778988719,0.987049636198208,"linear_unif",4,0.653,0.236566352050624
0.863966871984303,0.112538374727592,0.987363032530993,0.0805863975547254,"linear_unif",4,0.653,0.236566352050624
0.993978506419808,0.865495019592345,0.0472998309414834,0.657812889199704,"linear_unif",4,0.653,0.236566352050624
0.0344933248125017,0.108883762964979,0.0909968018531799,0.904665589565411,"linear_unif",4,0.653,0.236566352050624
0.115919995121658,0.959089562995359,0.888116695918143,0.981124106096104,"linear_unif",5,0.579,0.237897743581339
0.865544632775709,0.0819681549910456,0.977240151260048,0.0216954965144396,"linear_unif",5,0.579,0.237897743581339
0.00115477573126554,0.0770095156040043,0.0945039412472397,0.696398507803679,"linear_unif",5,0.579,0.237897743581339
0.489347791066393,0.998341334285215,0.0446455171331763,0.00907456129789352,"linear_unif",5,0.579,0.237897743581339
0.997093346202746,0.320532615762204,0.0674056936986744,0.95450802333653,"linear_unif",5,0.579,0.237897743581339
0.029423319734633,0.109517137054354,0.160080295987427,0.975535928504542,"linear_unif",6,0.617,0.248836666620746
0.916480456944555,0.306136126630008,0.994291784940287,0.858113441616297,"linear_unif",6,0.617,0.248836666620746
0.988236383302137,0.221255306852981,0.0156766732688993,0.00297602568753064,"linear_unif",6,0.617,0.248836666620746
0.05875637778081,0.940649281255901,0.90718716266565,0.0909084177110344,"linear_unif",6,0.617,0.248836666620746
0.996211037272587,0.990911514498293,0.018062928924337,0.973649248946458,"linear_unif",6,0.617,0.248836666620746
0.954403617186472,0.0320708183571696,0.167468869825825,0.927467624889687,"linear_unif",7,0.621,0.240733318211181
0.00802630675025284,0.0466618479695171,0.8728320710361,0.0389310787431896,"linear_unif",7,0.621,0.240733318211181
0.992185661569238,0.806690084049478,0.0632655774243176,0.0639278658200055,"linear_unif",7,0.621,0.240733318211181
0.93912440398708,0.773342526517808,0.986248119734228,0.955783339450136,"linear_unif",7,0.621,0.240733318211181
0.0664985484909266,0.98468637210317,0.263287683017552,0.981112716021016,"linear_unif",7,0.621,0.240733318211181
0.0659992911387235,0.951744592515752,0.83900266722776,0.0231525949202478,"linear_unif",8,0.791,0.231693348414152
0.88265747204423,0.942827696446329,0.848406601231545,0.802106916205958,"linear_unif",8,0.791,0.231693348414152
0.123876286204904,0.112733839079738,0.940311159472913,0.843821251299232,"linear_unif",8,0.791,0.231693348414152
0.00768469925969839,0.965176746947691,0.034928112057969,0.884061346296221,"linear_unif",8,0.791,0.231693348414152
0.93875647848472,0.0216494449414313,0.03816485311836,0.131663731299341,"linear_unif",8,0.791,0.231693348414152
0.855334057006985,0.954520514700562,0.977146415039897,0.0183954029344022,"linear_unif",9,0.722,0.243427549243236
0.994894259143621,0.179613810265437,0.0353356439154595,0.945700116921216,"linear_unif",9,0.722,0.243427549243236
0.0932070231065154,0.813142629573122,0.985706746345386,0.934251143597066,"linear_unif",9,0.722,0.243427549243236
0.0404124560300261,0.0557567379437387,0.80775480135344,0.0458043208345771,"linear_unif",9,0.722,0.243427549243236
0.00151570234447718,0.990791444201022,0.00672487774863839,0.360604268731549,"linear_unif",9,0.722,0.243427549243236
0.803008704911917,0.956981885014102,0.985479265451431,0.929115789476782,"linear_unif",10,0.569,0.238335725964992
0.992066181497648,0.206395044457167,0.0358371830079705,0.0290990464854985,"linear_unif",10,0.569,0.238335725964992
0.261997810332105,0.0482407882809639,0.995678362902254,0.020872630411759,"linear_unif",10,0.569,0.238335725964992
0.233585181413218,0.985503028379753,0.241239519324154,0.0528749653603882,"linear_unif",10,0.569,0.238335725964992
0.0732228837441653,0.1099484404549,0.110297861043364,0.99941260390915,"linear_unif",10,0.569,0.238335725964992
0.933540071826428,0.911575702251866,0.892938717501238,0.00496085360646248,"linear_unif",11,0.59,0.239079295501761
0.0595675026997924,0.14834167715162,0.0782393317203969,0.0458387243561447,"linear_unif",11,0.59,0.239079295501761
0.937047521118075,0.975542477564886,0.145307886181399,0.981296383775771,"linear_unif",11,0.59,0.239079295501761
0.922772123478353,0.0304912046995014,0.810493806377053,0.867444755043834,"linear_unif",11,0.59,0.239079295501761
0.00193424266763031,0.671335363062099,0.969881030032411,0.963275088695809,"linear_unif",11,0.59,0.239079295501761
0.80594108114019,0.0299588367342949,0.0304278247058392,0.946071712765843,"linear_unif",12,0.666,0.235160706447887
0.995496311923489,0.878418302396312,0.306862080004066,0.0216442439705133,"linear_unif",12,0.666,0.235160706447887
0.421482319477946,0.957109446171671,0.931983365910128,0.970362533815205,"linear_unif",12,0.666,0.235160706447887
0.00137728918343782,0.873390042921528,0.00777952931821346,0.372462160186842,"linear_unif",12,0.666,0.235160706447887
0.166543595260009,0.0386465638875961,0.905405910685658,0.00426476215943694,"linear_unif",12,0.666,0.235160706447887
0.36966454423964,0.865306255640462,0.97929952875711,0.97787334327586,"linear_unif",13,0.641,0.238113294675892
0.0201063475105911,0.913938994752243,0.0382840717211366,0.0200630812905729,"linear_unif",13,0.641,0.238113294675892
0.764567520935088,0.125681439880282,0.978411890566349,0.0484357289969921,"linear_unif",13,0.641,0.238113294675892
0.0977856132667512,0.022725667571649,0.036560193169862,0.991111241513863,"linear_unif",13,0.641,0.238113294675892
0.98424475081265,0.622075077146292,0.0159150003455579,0.924811874050647,"linear_unif",13,0.641,0.238113294675892
0.132796701276675,0.943843512330204,0.992996961111203,0.0535724931396544,"linear_unif",14,0.59,0.247327725412806
0.927243729587644,0.104978458955884,0.904664413072169,0.0222022521775216,"linear_unif",14,0.59,0.247327725412806
0.00849060039035976,0.438547839876264,0.0165453050285578,8.4554310888052e-05,"linear_unif",14,0.59,0.247327725412806
0.956338161369786,0.951980168931186,0.0770181508269161,0.992991816019639,"linear_unif",14,0.59,0.247327725412806
0.106540603097528,0.0129260246176273,0.772245472995564,0.986283247591928,"linear_unif",14,0.59,0.247327725412806
0.00959571241401136,0.813018660061061,0.990231204545125,0.0055963674094528,"linear_unif",15,0.577,0.238069996040408
0.899156511062756,0.565472928341478,0.0571928007993847,0.0193231832236052,"linear_unif",15,0.577,0.238069996040408
0.641727455193177,0.978657887550071,0.183527974179015,0.96301945974119,"linear_unif",15,0.577,0.238069996040408
0.054429593263194,0.00315998191945255,0.126350777223706,0.940290343482047,"linear_unif",15,0.577,0.238069996040408
0.959499330725521,0.0555777777917683,0.963294164976105,0.987151771550998,"linear_unif",15,0.577,0.238069996040408
0.975789989577606,0.036668611690402,0.0430007288232446,0.0712932159658521,"linear_unif",16,0.573,0.243050233704552
0.0465647992677987,0.879282288020477,0.0757594432216138,0.090619154041633,"linear_unif",16,0.573,0.243050233704552
0.874966530362144,0.981647726381198,0.99819912109524,0.0180959505960345,"linear_unif",16,0.573,0.243050233704552
0.0783133807126433,0.446785040432587,0.958059404511005,0.973680261755362,"linear_unif",16,0.573,0.243050233704552
0.942695445381105,0.952652167994529,0.0531584597192705,0.924400685587898,"linear_unif",16,0.573,0.243050233704552
0.0456942771561444,0.983076150296256,0.1780048571527,0.98080020910129,"linear_unif",17,0.644,0.250747393063613
0.921323590213433,0.031636510277167,0.968670280650258,0.966924881562591,"linear_unif",17,0.644,0.250747393063613
0.990832727635279,0.217094524763525,0.044253378175199,0.0667558468412608,"linear_unif",17,0.644,0.250747393063613
0.0123139892239124,0.0586756921838969,0.887498968746513,0.0797894326969981,"linear_unif",17,0.644,0.250747393063613
0.902854532469064,0.986041463213041,0.799239430110902,0.00734535860829055,"linear_unif",17,0.644,0.250747393063613
