"D","real_coefficients_prf_sum","noise_coefficients_prf_sum","coefficient_distance","coefficient_refit_distance","linear_fit_distance","linear_refit_distance","names","id"
0.0794558311904887,2.58094195434497e-07,36.709697597833,2.98589408770797,23.8013106203702,35.4391510044902,19.5879478465548,"Uniform Sample",1
0.0987486567997791,0.0509932257611603,57.2229538760654,4.10117559940756,26.4690559858318,47.7166879013705,15.863232265437,"Biased Sample",1
0.0793862819820976,0.000545213644412438,54.533420249022,3.44868334576556,25.6329212239575,42.0771190643599,14.1443075430106,"Uniform Sample",2
0.096772727936173,0.0247578594520264,55.9292822749562,4.35776741165319,27.8352642977152,54.0390127433378,22.5251179209647,"Biased Sample",2
0.0802142529674724,0.00194898385207212,45.6911392650612,3.76264736855868,28.4720685116873,44.5771005986917,24.6630423572385,"Uniform Sample",3
0.0963266420251113,0.297569799743911,68.8957483907532,3.5233134853158,29.8505053377725,41.7576482106724,45.2531400506005,"Biased Sample",3
0.0785088670522214,0.601997074284532,54.4735163936971,3.14185878791114,13.0977279093364,35.1382382454172,14.5668296286221,"Uniform Sample",4
0.0967947375200034,0.0129396355780511,50.8000114807517,5.20172755078337,15.3319434285332,67.7098936895301,31.4400334485108,"Biased Sample",4
0.0779566856827043,0.000314451374874653,57.3454395387296,2.4380788218366,22.9165401958488,27.3281663319383,13.586433002589,"Uniform Sample",5
0.0975890750576447,0.00958557309529293,54.8912649803572,3.52685425584241,21.955161767266,44.645886552058,20.0624111916832,"Biased Sample",5
0.0796943865780026,0.0126789673662191,24.5225186727716,4.62919041105613,23.7432715678603,58.6316012264863,26.0174289494166,"Uniform Sample",6
0.096773109943978,0.0654023042282346,31.7956572948896,6.02876791862525,23.6458028588955,76.4897391552763,15.2577577709881,"Biased Sample",6
0.0809542401212493,0.00083108267636326,47.947478551293,2.51506492136645,19.4485839603045,28.7600937878943,36.1317738614354,"Uniform Sample",7
0.0992075094536428,1.75848189687437,30.1995703564391,7.36100071283874,22.6958186850979,90.269041023448,14.7833171621468,"Biased Sample",7
0.0757372841950974,0.00363009033289613,55.949063655564,2.79100644131317,27.1538322136994,30.3343273188566,21.6416112172867,"Uniform Sample",8
0.0948397231014428,0.735124905399514,49.0212220264286,5.02207903071933,23.0641218758337,58.1186666453742,18.9621692713196,"Biased Sample",8
0.0782743415903548,0.00432392401576927,58.3505918232593,3.02802219300981,24.6523608228346,35.707967072784,18.2862499974853,"Uniform Sample",9
0.0990650540656869,0.815466105061467,62.7519506340321,5.05009344166978,19.5925531728015,65.2199060090244,16.4543875670024,"Biased Sample",9
0.0772177279645504,0.000509486092377648,47.0198923553645,2.60313584300346,27.4237691227664,31.5863932744907,19.002296176509,"Uniform Sample",10
0.0989584420381871,0.000607001622900679,31.8982428672631,6.4328966952946,28.8412274836121,83.1741900420413,22.4048606941506,"Biased Sample",10
0.0787167400630941,0.0113211460877019,62.43590578548,3.37240974881754,26.7018387857831,37.3551149891127,37.5209510423987,"Uniform Sample",11
0.0982701320749823,0.507116693057889,63.2416815871456,5.34056947651756,25.2515447311086,67.288726149602,50.9881398407408,"Biased Sample",11
0.076932959214922,0.000111949820379725,53.653074146629,2.50874072950606,25.8511196504443,27.3701808783734,13.7963329918134,"Uniform Sample",12
0.0985934314051969,0.0158117783666383,46.5699645549623,4.60723338464897,25.6314893719289,56.3041674822842,16.8166995218129,"Biased Sample",12
0.0782697155185591,0.0390999348047091,50.2802898864869,3.03499453343804,30.6832230238244,33.4507611447961,55.4008802477787,"Uniform Sample",13
0.0977345863266954,0.0381050681265052,48.6088024020183,5.59208911075939,28.732347827674,68.8453989694215,135.484191133173,"Biased Sample",13
0.0775919384039594,0.582147846333409,38.4279981714049,4.64916402170284,29.2138587116638,53.9649712470858,21.0457315026477,"Uniform Sample",14
0.099449676135372,0.382604520127177,55.6340180036572,4.55854173819889,23.4089794858397,55.93310642714,25.7260651696946,"Biased Sample",14
