"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30"
-0.3324,0.3034,0.9682,0.7802,0.7644,0.3808,-0.3288,0.762,0.3486,-0.1936,0.8928,-0.3288,-0.2762,-0.3974,0.9882,-0.1542,-0.331,0.3202,0.3354,0.4168,0.1976,-0.9512,0.6082,0.3546,-0.9016,-0.1492,-0.2794,-0.9578,0.9544,-0.342
0.8964,-0.2446,0.9226,0.9268,0.2386,0.3078,-0.2648,0.2016,-0.218,0.9324,-0.423,0.3218,-0.2172,-0.294,0.2604,-0.9432,-0.7926,-0.2372,-0.3056,0.895,-0.267,-0.9222,-0.2952,0.9834,-0.2984,-0.8292,0.9392,-0.6742,-0.3042,0.4222
0.279,-0.8054,0.2612,0.9038,-0.0943999999999999,0.111,-0.3944,-0.991,-0.3318,-0.3092,-0.8944,0.27,0.3234,0.988,-0.2856,-0.969,0.3232,-0.7972,-0.4188,-0.895,0.347,0.1954,0.1862,-0.3444,0.3828,-0.372,0.1932,-0.3584,-0.377,0.2646
-0.9564,-0.2316,0.8068,0.2746,0.8412,-0.845,0.3286,-0.8916,-0.1764,0.971,-0.2636,-0.4046,0.3394,-0.8712,-0.192,-0.7952,-0.9818,0.996,-0.2742,0.4134,0.8186,0.3678,-0.9726,0.1994,0.9938,-0.903,0.3652,-0.398,-0.717,-0.3554
0.3522,0.2402,-0.2262,-0.4086,0.137,-0.2168,-0.2614,0.493,-0.961,0.3782,-0.322,-0.9072,0.9668,-0.3912,-0.2828,0.3686,-0.9786,-0.3632,0.2846,0.8488,0.3226,0.3808,0.3506,-0.3576,0.6076,-0.2664,-0.9336,-0.3726,-0.9682,-0.8788
-0.296,-0.2808,0.9412,0.989,0.9784,0.2438,0.8882,-0.3908,-0.6416,0.2224,0.7676,-0.2646,0.9292,-0.2158,0.261,0.2964,-0.8618,-0.9636,0.3182,-0.3006,0.997,0.9798,0.3042,-0.269,-0.865,0.7272,0.2736,0.36,0.3982,-0.9942
-0.299,-0.3306,0.9616,-0.953,-0.3592,-0.3272,-0.1822,0.2554,0.9606,0.4328,0.8638,-0.2874,-0.8946,-0.9528,0.185,-0.7116,0.8944,-0.3108,-0.2892,-0.328,-0.3538,-0.2326,-0.294,0.8554,0.9174,0.3738,-0.2492,0.9862,0.27,0.3704
0.935,-0.9716,0.992,-0.3046,-0.2574,-0.2548,0.3056,0.9284,0.2102,-0.9974,-0.9468,0.3322,-0.237,-0.398,-0.3336,-0.3376,0.3442,-0.963,-0.7666,0.4182,-0.946,0.404,0.3876,0.8128,-0.8764,0.4138,0.9562,-0.762,-0.2752,0.9662
-0.2256,0.278,0.9988,-0.972,0.2798,-0.1714,0.1934,-0.9956,0.9492,-0.2072,-0.4198,0.2948,-0.8818,-0.1994,-0.9634,-0.9446,-0.624,0.921,-0.9812,-0.3424,0.9262,0.2542,0.915,-0.3638,0.8814,-0.9668,-0.9182,-0.8996,-0.3718,-0.9474
-0.2362,0.9714,0.934,-0.395,0.8986,0.955,0.9752,-0.935,-0.3498,0.3084,0.2864,0.315,0.3048,-0.9094,-0.9212,-0.9548,-0.7398,-0.3186,-0.3254,0.6934,0.7524,0.992,0.8906,-0.202,-0.1814,-0.1482,0.2818,0.8678,0.8578,0.3322
0.299,0.9908,-0.372,0.2772,0.9516,0.5052,0.1062,-0.8456,-0.9872,-0.9818,-0.9702,-0.5898,0.1794,0.8686,0.3272,0.2842,0.8564,-0.2446,-0.9144,0.4196,0.8314,0.9904,-0.9198,-0.9582,-0.9846,0.9328,0.3334,-0.9034,0.3456,0.9246
