"D","real_coefficients_prf_sum","noise_coefficients_prf_sum","coefficient_distance","linear_fit_distance","linear_refit_distance","names","id"
0.0835124583271776,7.83472237418502e-11,6.41427351938466,0.386079462303169,3.69196225982785,4.03121590573844,"Uniform Sample",1
0.092602732767389,2.59845956965913e-08,11.1000580212971,0.561748947696588,5.68295185123443,6.17200142509707,"Biased Sample",1
0.0874627039142461,7.22901126199453e-10,4.70809155947553,0.261220571349227,2.32003349019334,6.182664820309,"Uniform Sample",2
0.0865232712488186,2.43296806176192e-07,15.9016917782227,0.38308615155767,4.06192246806375,5.65840196169601,"Biased Sample",2
0.0892851527882854,5.19307847571457e-10,7.47769493461357,0.292503592796051,3.23218748285413,5.3930470975939,"Uniform Sample",3
0.0922538354756486,1.44817161843931e-05,9.0329551927836,0.411963635422917,4.59459046926821,8.74669246064163,"Biased Sample",3
0.0861816379579995,6.9309193985494e-13,8.75721315158202,0.319018540321482,3.05259483420303,3.04062519238015,"Uniform Sample",4
0.0899321460682154,2.01917959592699e-08,11.4145688559669,0.784026590962914,7.9777362411798,7.53640037733082,"Biased Sample",4
0.0881147747944965,3.0540579812618e-15,5.90328836185161,0.18180018515759,1.94663570909362,4.11603200735251,"Uniform Sample",5
0.0930497057548374,3.76642793318094e-12,15.7223711229377,0.503278656851037,4.62725748532297,10.3500750111601,"Biased Sample",5
0.0877415233809977,5.00989831844209e-12,5.43653036239302,0.320763248357334,3.05450467025847,3.86192922984077,"Uniform Sample",6
0.0908546744384975,9.52639846966411e-10,10.1060706330848,0.370400988302179,3.87558241014249,9.69994356166777,"Biased Sample",6
0.0895888379316189,6.77352218438403e-12,5.47606087909108,0.27004902220533,2.67650649669173,6.08764356075701,"Uniform Sample",7
0.0949816318940817,9.13753694801304e-10,8.82521713547581,0.295449111900813,3.37723552169335,10.251849885274,"Biased Sample",7
0.088743144084009,1.52997061306114e-13,6.58770607507127,0.276583101753481,2.88034108139198,4.09305472504027,"Uniform Sample",8
0.0893118564581507,6.40948891673329e-09,6.54002385997149,0.63021148592798,5.75880806538919,11.0831662269118,"Biased Sample",8
0.0920605981869494,3.3669326960191e-16,2.86463755002503,0.217830476700979,2.41495080310154,4.5933556772718,"Uniform Sample",9
0.0928898861334597,4.58163572902928e-08,8.0749152598649,0.345735648597878,3.34731899519113,14.9159405776325,"Biased Sample",9
0.0871871164504467,8.80450457133099e-13,5.19447916291359,0.270293157728285,2.6958234703605,2.69580399345905,"Uniform Sample",10
0.0972316589408767,1.41471489697853e-06,12.9966741128944,0.365927439195829,3.51962490435931,10.7343016685286,"Biased Sample",10
0.0872032531541118,1.58245771388425e-08,10.4148219979612,0.300366344481775,3.04304236429093,4.6532763327211,"Uniform Sample",11
0.0894119966259422,1.50418711030942e-08,17.9201684782472,0.73235709782709,6.82877370186474,15.3875121174513,"Biased Sample",11
0.0869542241204795,2.74156296218794e-08,7.66747749039564,0.331740881259854,3.14708820888617,2.57279176455789,"Uniform Sample",12
0.0948636039299083,6.45891739097292e-06,15.2019254765637,0.572825527312267,5.21263190934934,7.79452017758325,"Biased Sample",12
0.0888284710063098,1.62045008567021e-10,8.5789739488788,0.297462408813883,2.90229055003648,5.39263650878621,"Uniform Sample",13
0.0935448456744255,1.7511129032229e-07,10.4427799538555,0.817294862671307,8.12272013900122,8.27017721208635,"Biased Sample",13
0.0853346520010388,1.37257052430984e-09,7.6092665732979,0.273171234848291,2.70230232206446,8.44628517717862,"Uniform Sample",14
0.095662254088493,7.47344164266532e-07,16.1969874465076,0.50307998068957,4.86157222963903,8.70628244566294,"Biased Sample",14
0.0881899958123423,1.95407316817632e-11,9.74364511356533,0.193923558314209,2.14969367261004,8.26631454533858,"Uniform Sample",15
0.0925289980165488,3.2202604244894e-09,17.8459003385797,0.489898592364235,4.35812394963548,18.4778952718768,"Biased Sample",15
0.0884996047963572,2.42430745437053e-12,9.49428942036577,0.196356113281,2.1203187018124,2.51465119251933,"Uniform Sample",16
0.0924459753948002,5.21647763058193e-12,10.2500942315994,0.328663407801136,3.07973646402059,8.89760411176555,"Biased Sample",16
0.0895566014444973,1.34816247232864e-10,2.7015058161381,0.218058849647628,2.15049777383002,7.00958810855432,"Uniform Sample",17
0.0897619488837161,3.69204505915511e-06,8.10076289731654,0.74495075988012,6.86448058013116,8.34158779551635,"Biased Sample",17
0.0866999731138706,5.01136475166508e-09,9.09460335937554,0.323724370024899,3.0060862026656,6.0310570940298,"Uniform Sample",18
0.0948648894857566,1.297068334499e-07,15.7696263110129,0.418088661857021,4.00331162065246,10.8252134187939,"Biased Sample",18
0.0888790004403503,7.92257687489055e-11,4.12743355210646,0.276598304510407,2.60242117753545,2.60783770454085,"Uniform Sample",19
0.088223578156809,3.71470618803955e-07,14.0826066619728,0.448509879300995,3.77477471903013,6.21505599674846,"Biased Sample",19
0.0918137344618125,2.99641588884262e-12,7.18920964277493,0.284342783764857,2.8457918393447,8.82742664717111,"Uniform Sample",20
0.0972993769128057,1.73852905911678e-08,11.5362921035583,0.840470219076352,8.15943389541268,9.61862320688378,"Biased Sample",20
0.0856123854735083,1.09003465444396e-10,8.42031239617292,0.358109131301273,3.61041691106487,9.97535306264648,"Uniform Sample",21
0.0979238034991485,1.99755216434489e-10,8.19858227844573,0.51009076546957,5.00270548391215,5.42914949911945,"Biased Sample",21
0.0839461968637462,4.36172823424531e-10,7.94075161272098,0.468049068909457,4.1218148023682,10.6357988072481,"Uniform Sample",22
0.0926848764406343,1.52401391739876e-08,12.812903539713,0.280028859139365,2.92171500051246,4.85452191227292,"Biased Sample",22
0.0861656397491503,8.98305651677877e-12,5.04203378033386,0.280460970999486,2.84912320593187,2.91013195775835,"Uniform Sample",23
0.09347914097638,9.42611807891178e-07,12.7864694967989,0.238167816934429,2.42838702527902,7.69674234447426,"Biased Sample",23
0.0896906251113688,1.27580565726513e-10,8.12434835478239,0.251790260770988,2.34705023162223,2.46073368413544,"Uniform Sample",24
0.0950720368668024,1.34070522376208e-07,4.23617775609396,0.460374879304006,4.5032143432063,2.58740736409215,"Biased Sample",24
0.0928980493847978,4.8654193412642e-12,7.18667572508488,0.406230520143353,3.4324899325658,4.21208416056579,"Uniform Sample",25
0.0976911355499257,4.89348460676801e-08,20.4173690984173,0.501543942035091,4.94169203909059,4.77159983283109,"Biased Sample",25
0.0839670270336295,5.37934717934088e-10,10.6284563008386,0.309922355759802,2.94863653383024,5.45243376017479,"Uniform Sample",26
0.0942476616936594,3.02302170581098e-07,21.3187519018205,0.247434757555798,2.71574732195483,6.89573740372989,"Biased Sample",26
0.0880898652582717,9.50012376730811e-13,10.2002691791614,0.221819748997596,2.35685757909055,6.72200832999888,"Uniform Sample",27
0.0944452535805113,9.1425122727617e-14,10.6436635815058,0.392617529804748,3.63884368175175,3.31789384161425,"Biased Sample",27
0.0878869616167172,1.59714510361546e-09,15.0445848311547,0.217105919516634,2.32551091867436,6.16367476822826,"Uniform Sample",28
0.0930306266316381,3.30632382952631e-07,16.8094244489059,0.420032111692814,3.94084741502944,6.08729244038303,"Biased Sample",28
