"X1","X2","X3","X4","model","id","deff","d"
0.0219415591564029,0.0117595912888646,0.803694142494351,0.196303615579382,"linear_unif",1,0.654,0.245774679514377
0.763925521634519,0.0298967633862048,0.935718686319888,0.980759643949568,"linear_unif",1,0.654,0.245774679514377
0.106591086369008,0.951582842739299,0.978542995639145,0.0291725271381438,"linear_unif",1,0.654,0.245774679514377
0.832501627271995,0.946117755724117,0.955162812024355,0.960509585682303,"linear_unif",1,0.654,0.245774679514377
0.995802618796006,0.260917493375018,0.0864837798289955,0.0283459546044469,"linear_unif",1,0.654,0.245774679514377
0.00368510256521404,0.777950322022662,0.0175033719278872,0.962947256863117,"linear_unif",1,0.654,0.245774679514377
0.198205061024055,0.0407874130178243,0.0385835003107786,0.985608219867572,"linear_unif",2,0.522,0.240832689778653
0.851818932686001,0.972201400669292,0.977998902322724,0.940307950368151,"linear_unif",2,0.522,0.240832689778653
0.996301900828257,0.0609000155236572,0.0240051497239619,0.142027146648616,"linear_unif",2,0.522,0.240832689778653
0.997903081821278,0.962806737981737,0.274164985632524,0.0539935037959367,"linear_unif",2,0.522,0.240832689778653
0.119267511181533,0.0783681843895465,0.956430192803964,0.0746905060950667,"linear_unif",2,0.522,0.240832689778653
0.0387935333419591,0.92730462946929,0.165952930459753,0.24387947586365,"linear_unif",2,0.522,0.240832689778653
0.530236621387303,0.946433656383306,0.941722725750878,0.0136651922948658,"linear_unif",3,0.722,0.234758561705576
0.106463502394035,0.00703459023497999,0.00217381957918406,0.286193783627823,"linear_unif",3,0.722,0.234758561705576
0.949724360601977,0.0518295795191079,0.895421009976417,0.877680184319615,"linear_unif",3,0.722,0.234758561705576
0.693529434734955,0.936830576742068,0.0153854654636234,0.9263602392748,"linear_unif",3,0.722,0.234758561705576
0.0721190311014652,0.919103170745075,0.936094301985577,0.969660210888833,"linear_unif",3,0.722,0.234758561705576
0.992219486972317,0.873175647575408,0.203390227165073,0.0227869087830186,"linear_unif",3,0.722,0.234758561705576
0.890721971169114,0.0443365478422493,0.0954600237309933,0.958501252811402,"linear_unif",4,0.758,0.247786446687402
0.983303536195308,0.705319255590439,0.996926211751997,0.0111852886620909,"linear_unif",4,0.758,0.247786446687402
0.07246725843288,0.946827149717137,0.872422951040789,0.97965909470804,"linear_unif",4,0.758,0.247786446687402
0.021851283730939,0.10121731297113,0.733709691790864,0.0871557025238872,"linear_unif",4,0.758,0.247786446687402
0.984954000683501,0.979677323251963,0.0144653443712741,0.340797536307946,"linear_unif",4,0.758,0.247786446687402
0.00295304437167943,0.996513900347054,0.0586143785621971,0.0609940504655242,"linear_unif",4,0.758,0.247786446687402
0.0683400225825608,0.935988341458142,0.742984433891252,0.00232983566820621,"linear_unif",5,0.722,0.235786196561481
0.886409342521802,0.820768575882539,0.971339680952951,0.920980933355168,"linear_unif",5,0.722,0.235786196561481
