"D","names","id"
0.313590556442114,"federov",1
0.41472025093752,"biased",1
0.319580897133662,"federov",2
0.405716106382394,"biased",2
0.310836156220846,"federov",3
0.423112708083491,"biased",3
0.321282920444955,"federov",4
0.404567483494544,"biased",4
0.317360120361425,"federov",5
0.412079552451923,"biased",5
0.324542803840484,"federov",6
0.420240130345211,"biased",6
0.31172228239017,"federov",7
0.417387975493145,"biased",7
0.321708733503083,"federov",8
0.419858806466131,"biased",8
0.310580505486465,"federov",9
0.414026203782568,"biased",9
0.325298729336813,"federov",10
0.413595874583627,"biased",10
0.310145988256225,"federov",11
0.422856636760545,"biased",11
0.314668716539528,"federov",12
0.422939446519817,"biased",12
0.322889850275947,"federov",13
0.422002156572157,"biased",13
0.324912287523777,"federov",14
0.426088246694205,"biased",14
0.320230315944166,"federov",15
0.411263986575449,"biased",15
0.314270088932328,"federov",16
0.418514956651424,"biased",16
0.315492467293295,"federov",17
0.432462295423658,"biased",17
0.315911754820211,"federov",18
0.424128703737942,"biased",18
0.318746143129579,"federov",19
0.422355250707234,"biased",19
0.324727671904553,"federov",20
0.417805494407061,"biased",20
0.319533815900947,"federov",21
0.422754009072898,"biased",21
0.31930189756649,"federov",22
0.422414461327282,"biased",22
0.315031295578346,"federov",23
0.412494057753971,"biased",23
0.311051088339312,"federov",24
0.427693283225905,"biased",24
0.317135399647046,"federov",25
0.41537328440422,"biased",25
0.321627832352604,"federov",26
0.431044756048095,"biased",26
0.319404145060635,"federov",27
0.412832954675452,"biased",27
0.319042813512285,"federov",28
0.431267601061749,"biased",28
0.320956827119987,"federov",29
0.425192045056268,"biased",29
0.319668978958444,"federov",30
0.41650356442588,"biased",30
0.321245932683649,"federov",31
0.429622586196749,"biased",31
0.321670816458045,"federov",32
0.429715531125307,"biased",32
0.324243287421304,"federov",33
0.430755369362552,"biased",33
0.319431886777362,"federov",34
0.435233248964876,"biased",34
0.317556058658773,"federov",35
0.414872516343034,"biased",35
0.325506017485997,"federov",36
0.421740019245213,"biased",36
0.323027300314044,"federov",37
0.414116891553779,"biased",37
0.321327543268486,"federov",38
0.416276716965415,"biased",38
0.318050066790567,"federov",39
0.409054961533047,"biased",39
0.329216128576829,"federov",40
0.42541663776439,"biased",40
0.320899704358408,"federov",41
0.431351164509159,"biased",41
0.316909382707233,"federov",42
0.411111402064867,"biased",42
0.316980436617457,"federov",43
0.424551460327535,"biased",43
0.315028639137703,"federov",44
0.426342421688467,"biased",44
0.321692881212321,"federov",45
0.426335290358259,"biased",45
0.309460242405253,"federov",46
0.419333953961239,"biased",46
0.313569847419883,"federov",47
0.426528640429064,"biased",47
0.317627840588273,"federov",48
0.415813542237579,"biased",48
0.323071244663643,"federov",49
0.430186719793035,"biased",49
0.314198943559629,"federov",50
0.421909512003718,"biased",50
0.31524039563411,"federov",51
0.429224003674138,"biased",51
0.31904497346698,"federov",52
0.403504793558078,"biased",52
0.316950689512226,"federov",53
0.413744776987423,"biased",53
0.313968223935043,"federov",54
0.442452378217605,"biased",54
0.319023060365661,"federov",55
0.413285160464767,"biased",55
0.321879661032597,"federov",56
0.422061402090051,"biased",56
0.319767315157084,"federov",57
0.436529316205725,"biased",57
0.311616914408329,"federov",58
0.406590971418098,"biased",58
0.321492231693505,"federov",59
0.419066593466055,"biased",59
0.317205797203304,"federov",60
0.410504685142774,"biased",60
0.304987548286033,"federov",61
0.436379222519552,"biased",61
0.312753874469305,"federov",62
0.429404091740491,"biased",62
0.316344746863614,"federov",63
0.408743513877862,"biased",63
0.317010695543783,"federov",64
0.440799493254372,"biased",64
0.314982341336017,"federov",65
0.413304850592019,"biased",65
0.333855295473362,"federov",66
0.420923156549712,"biased",66
0.322177260256197,"federov",67
0.420377088754448,"biased",67
0.320142076447131,"federov",68
0.416140636542831,"biased",68
0.320897543613118,"federov",69
0.426403059455478,"biased",69
0.316061086831352,"federov",70
0.41985833800776,"biased",70
0.313510576788289,"federov",71
0.416026140444415,"biased",71
0.314272229084789,"federov",72
0.428502771893154,"biased",72
0.316873739603345,"federov",73
0.420757091903408,"biased",73
0.315890979350399,"federov",74
0.438645206610422,"biased",74
0.316514880112277,"federov",75
0.439035598178222,"biased",75
0.320291914248667,"federov",76
0.410562084965464,"biased",76
0.31629672525462,"federov",77
0.417417862548242,"biased",77
0.320435344357521,"federov",78
0.413032471908756,"biased",78
0.309992956878099,"federov",79
0.417978816130863,"biased",79
0.326277961425475,"federov",80
0.44159460652305,"biased",80
0.31999390693965,"federov",81
0.415923066277218,"biased",81
0.319139990690342,"federov",82
0.413412816282604,"biased",82
0.32386464987668,"federov",83
0.420665196246978,"biased",83
0.311451111833225,"federov",84
0.426954521551574,"biased",84
0.317103470803646,"federov",85
0.426613162412566,"biased",85
0.317721949870358,"federov",86
0.435474630406519,"biased",86
0.313649755195518,"federov",87
0.412320322858691,"biased",87
0.321134906976548,"federov",88
0.425193506248239,"biased",88
0.318829910438693,"federov",89
0.414648573336936,"biased",89
0.315457314996632,"federov",90
0.405318563907043,"biased",90
0.326804408543819,"federov",91
0.412256815889784,"biased",91
0.323471396845976,"federov",92
0.43579331928453,"biased",92
0.320772632871873,"federov",93
0.428869999248089,"biased",93
0.323049640376873,"federov",94
0.421973824814991,"biased",94
0.318075528657422,"federov",95
0.414329944057164,"biased",95
0.321651092126991,"federov",96
0.40897342022883,"biased",96
0.316563249742241,"federov",97
0.427221169635378,"biased",97
0.31705039052488,"federov",98
0.431254979588186,"biased",98
0.311022535426789,"federov",99
0.420571618261166,"biased",99
0.317941088174746,"federov",100
0.419314458103784,"biased",100
0.327190493099425,"federov",101
0.434085416077755,"biased",101
0.313424318099701,"federov",102
0.420077493299631,"biased",102
0.307719909131425,"federov",103
0.410302014179863,"biased",103
0.321339833667302,"federov",104
0.423089819621644,"biased",104
0.327265442100548,"federov",105
0.421221027029355,"biased",105
0.322197356456386,"federov",106
0.425093323971773,"biased",106
0.321696580536922,"federov",107
0.413755152284046,"biased",107
0.317368834321999,"federov",108
0.423364599614477,"biased",108
0.315952910193862,"federov",109
0.414965443982756,"biased",109
0.325589563525782,"federov",110
0.423203629257847,"biased",110
0.327689923649351,"federov",111
0.41889811468611,"biased",111
0.326121135471729,"federov",112
0.427575196023964,"biased",112
0.32475169809057,"federov",113
0.424551127588663,"biased",113
0.326916411397677,"federov",114
0.418361487203721,"biased",114
0.316227970503785,"federov",115
0.41642300142275,"biased",115
0.322705447964952,"federov",116
0.420256986663187,"biased",116
0.325858045676212,"federov",117
0.411330223931393,"biased",117
0.313726911336585,"federov",118
0.42038780653793,"biased",118
0.321465610179769,"federov",119
0.422373239637607,"biased",119
0.321023805347261,"federov",120
0.414179372738539,"biased",120
0.316042925613049,"federov",121
0.417361360668654,"biased",121
0.312438191879545,"federov",122
0.413779348239659,"biased",122
0.31281847766406,"federov",123
0.413598003276863,"biased",123
0.314668094625467,"federov",124
0.411824385014114,"biased",124
0.320715134563709,"federov",125
0.429524828120084,"biased",125
0.326625724604445,"federov",126
0.423043262016478,"biased",126
0.319986304583707,"federov",127
0.410062913744814,"biased",127
0.309447646702576,"federov",128
0.422595635840835,"biased",128
0.317299008849462,"federov",129
0.421489624505271,"biased",129
0.319111238111846,"federov",130
0.418932586616375,"biased",130
0.317663720015599,"federov",131
0.41337273229779,"biased",131
0.322338333146796,"federov",132
0.414719951877255,"biased",132
0.320257579599601,"federov",133
0.416820930664594,"biased",133
0.318846534473954,"federov",134
0.428514437934806,"biased",134
0.313278101093335,"federov",135
0.416315964231457,"biased",135
0.315672128115321,"federov",136
0.435004614131435,"biased",136
0.325073931977672,"federov",137
0.425328781455401,"biased",137
0.319864345664428,"federov",138
0.422754288606068,"biased",138
0.31507943193116,"federov",139
0.419249088261343,"biased",139
0.319732667581381,"federov",140
0.434020268345937,"biased",140
0.317265400723536,"federov",141
0.41884720072176,"biased",141
0.333584610662258,"federov",142
0.426251202783987,"biased",142
0.311543124996383,"federov",143
0.413241358042352,"biased",143
0.317730734204391,"federov",144
0.42585546703419,"biased",144
0.315583694963241,"federov",145
0.402895597085293,"biased",145
0.315170980615648,"federov",146
0.433794159439449,"biased",146
0.318801812530226,"federov",147
0.44666570848263,"biased",147
0.319913469657058,"federov",148
0.423707919729335,"biased",148
0.317950791040991,"federov",149
0.413922441910507,"biased",149
0.318649339884252,"federov",150
0.413939116439072,"biased",150
0.31579502103319,"federov",151
0.420014650488268,"biased",151
0.321003203048439,"federov",152
0.414483151679539,"biased",152
0.328035826008823,"federov",153
0.421291111245434,"biased",153
0.315848398478444,"federov",154
0.438374822501932,"biased",154
0.314881203662053,"federov",155
0.433322376471052,"biased",155
0.320723241689686,"federov",156
0.438615380346843,"biased",156
0.316167903095181,"federov",157
0.421906053995954,"biased",157
0.309277885342714,"federov",158
0.414283096299023,"biased",158
0.317802524144596,"federov",159
0.414226135557641,"biased",159
0.316232951057911,"federov",160
0.427451246060234,"biased",160
0.310082570231794,"federov",161
0.403850218330231,"biased",161
0.308975564174781,"federov",162
0.420931139673312,"biased",162
0.320838435146514,"federov",163
0.406856914483014,"biased",163
0.316299333343867,"federov",164
0.424152073018154,"biased",164
0.327216630920076,"federov",165
0.422102336436966,"biased",165
0.318288807446626,"federov",166
0.415091004977866,"biased",166
0.327494685030351,"federov",167
0.413583074607112,"biased",167
0.322619230898135,"federov",168
0.433084030946348,"biased",168
0.331933834647701,"federov",169
0.437516015735994,"biased",169
0.313519005827449,"federov",170
0.421392635678681,"biased",170
0.324316818230986,"federov",171
0.408985829177587,"biased",171
0.316274132210909,"federov",172
0.406282547931346,"biased",172
0.310983359954841,"federov",173
0.429972620473762,"biased",173
0.31585980521263,"federov",174
0.402702115382637,"biased",174
0.326724892953626,"federov",175
0.411549769201089,"biased",175
0.329017920236155,"federov",176
0.411266614995817,"biased",176
0.325101345820437,"federov",177
0.425497796227479,"biased",177
0.317850692311884,"federov",178
0.422815788315986,"biased",178
0.309277266408397,"federov",179
0.407808529227256,"biased",179
0.318314054813225,"federov",180
0.425711096337854,"biased",180
0.319599192713896,"federov",181
0.410866372523032,"biased",181
0.313125705228734,"federov",182
0.427388478062847,"biased",182
0.316101922359402,"federov",183
0.409991559850415,"biased",183
0.312154139119561,"federov",184
0.429170386450236,"biased",184
0.319497607062517,"federov",185
0.406988239529749,"biased",185
0.316889488288456,"federov",186
0.425758583346068,"biased",186
0.323037010952651,"federov",187
0.40877209402798,"biased",187
0.307514427107594,"federov",188
0.415527942331329,"biased",188
0.320388623901052,"federov",189
0.437933826463185,"biased",189
0.312528164273922,"federov",190
0.436896078584312,"biased",190
0.317181432616569,"federov",191
0.403498905928214,"biased",191
0.320821301857031,"federov",192
0.420402094170724,"biased",192
0.326505909784833,"federov",193
0.427050316319196,"biased",193
