"X1","model","id","deff","d"
0.997226864797994,"linear_unif",1,1,0.497728402842767
0.00177005911245942,"linear_unif",1,1,0.497728402842767
0.999695380451158,"linear_unif",2,1,0.499759547412395
0.000176285626366735,"linear_unif",2,1,0.499759547412395
0.99931904533878,"linear_unif",3,1,0.499557199771516
0.000204645795747638,"linear_unif",3,1,0.499557199771516
0.997271936386824,"linear_unif",4,1,0.497711703879759
0.00184852862730622,"linear_unif",4,1,0.497711703879759
0.000125858467072248,"linear_unif",5,1,0.498897044803016
0.997919948073104,"linear_unif",5,1,0.498897044803016
0.00295334565453231,"linear_unif",6,1,0.498159225331619
0.999271796317771,"linear_unif",6,1,0.498159225331619
0.00105848629027605,"linear_unif",7,1,0.499421334709041
0.999901155708358,"linear_unif",7,1,0.499421334709041
0.999885187484324,"linear_unif",8,1,0.499839605647139
0.000205976190045476,"linear_unif",8,1,0.499839605647139
0.000117486575618386,"linear_unif",9,1,0.49936091795098
0.998839322477579,"linear_unif",9,1,0.49936091795098
0.000366781139746308,"linear_unif",10,1,0.499769112211652
0.999905005563051,"linear_unif",10,1,0.499769112211652
2.4035107344389e-05,"linear_unif",11,1,0.499241085373797
0.998506205854937,"linear_unif",11,1,0.499241085373797
8.60991422086954e-05,"linear_unif",12,1,0.499610247672535
0.99930659448728,"linear_unif",12,1,0.499610247672535
0.999536255607381,"linear_unif",13,1,0.499453951837495
0.000628351932391524,"linear_unif",13,1,0.499453951837495
0.999109459109604,"linear_unif",14,1,0.498749555903487
0.00161034730263054,"linear_unif",14,1,0.498749555903487
3.98908741772175e-06,"linear_unif",15,1,0.49891333153937
0.997830652166158,"linear_unif",15,1,0.49891333153937
0.999262573430315,"linear_unif",16,1,0.499275122070685
0.000712329288944602,"linear_unif",16,1,0.499275122070685
0.999634548090398,"linear_unif",17,1,0.499525854247622
0.000582839595153928,"linear_unif",17,1,0.499525854247622
0.998791224090382,"linear_unif",18,1,0.499046081793494
0.000699060503393412,"linear_unif",18,1,0.499046081793494
0.000286545371636748,"linear_unif",19,1,0.499512139940634
0.999310825252905,"linear_unif",19,1,0.499512139940634
5.81461936235428e-05,"linear_unif",20,1,0.499898615642451
0.999855377478525,"linear_unif",20,1,0.499898615642451
0.998765264870599,"linear_unif",21,1,0.498912980197929
0.00093930447474122,"linear_unif",21,1,0.498912980197929
0.999880200251937,"linear_unif",22,1,0.49936409748625
0.00115200527943671,"linear_unif",22,1,0.49936409748625
0.000538306776434183,"linear_unif",23,1,0.49968351109419
0.999905328964815,"linear_unif",23,1,0.49968351109419
0.000202143331989646,"linear_unif",24,1,0.499486682587303
0.999175508506596,"linear_unif",24,1,0.499486682587303
0.000225794967263937,"linear_unif",25,1,0.499631093116477
0.999487981200218,"linear_unif",25,1,0.499631093116477
0.000314080622047186,"linear_unif",26,1,0.499618066009134
0.999550212640315,"linear_unif",26,1,0.499618066009134
0.000645335763692856,"linear_unif",27,1,0.499594431486912
0.999834198737517,"linear_unif",27,1,0.499594431486912
0.999096387531608,"linear_unif",28,1,0.499382219160907
0.000331949209794402,"linear_unif",28,1,0.499382219160907
0.999140766216442,"linear_unif",29,1,0.499304883298464
0.00053099961951375,"linear_unif",29,1,0.499304883298464
0.000236871652305126,"linear_unif",30,1,0.499852407025173
0.999941685702652,"linear_unif",30,1,0.499852407025173
0.00184773351065814,"linear_unif",31,1,0.498790159472264
0.999428052455187,"linear_unif",31,1,0.498790159472264
0.000116868410259485,"linear_unif",32,1,0.499030599487014
0.998178067384288,"linear_unif",32,1,0.499030599487014
3.38831450790167e-05,"linear_unif",33,1,0.4992807143135
0.998595311772078,"linear_unif",33,1,0.4992807143135
0.00121359620243311,"linear_unif",34,1,0.49908379802946
0.999381192261353,"linear_unif",34,1,0.49908379802946
0.000649847323074937,"linear_unif",35,1,0.499408480711281
0.999466808745638,"linear_unif",35,1,0.499408480711281
0.000100169098004699,"linear_unif",36,1,0.499620339483954
0.999340848065913,"linear_unif",36,1,0.499620339483954
0.999361334601417,"linear_unif",37,1,0.498920436948538
0.00152046070434153,"linear_unif",37,1,0.498920436948538
0.000135780312120914,"linear_unif",38,1,0.499785595224239
0.999706970760599,"linear_unif",38,1,0.499785595224239
0.999899403657764,"linear_unif",39,1,0.499816871946677
0.000265659764409065,"linear_unif",39,1,0.499816871946677
0.0002945635933429,"linear_unif",40,1,0.499640865251422
0.999576294096187,"linear_unif",40,1,0.499640865251422
0.999014199245721,"linear_unif",41,1,0.498905662563629
0.0012028741184622,"linear_unif",41,1,0.498905662563629
0.00147036928683519,"linear_unif",42,1,0.498586869798601
0.998644108884037,"linear_unif",42,1,0.498586869798601
0.0019121072255075,"linear_unif",43,1,0.49892322323285
0.999758553691208,"linear_unif",43,1,0.49892322323285
0.999482497572899,"linear_unif",44,1,0.499740117345936
2.26288102567196e-06,"linear_unif",44,1,0.499740117345936
0.00033879466354847,"linear_unif",45,1,0.499797797761858
0.999934390187263,"linear_unif",45,1,0.499797797761858
0.999450588598847,"linear_unif",46,1,0.499595903558657
0.000258781481534243,"linear_unif",46,1,0.499595903558657
0.998886097688228,"linear_unif",47,1,0.498085605097003
0.00271488749422133,"linear_unif",47,1,0.498085605097003
0.0010933002922684,"linear_unif",48,1,0.499224169761874
0.999541639816016,"linear_unif",48,1,0.499224169761874
0.00163266598246992,"linear_unif",49,1,0.498374588554725
0.99838184309192,"linear_unif",49,1,0.498374588554725
0.998464628122747,"linear_unif",50,1,0.498099528602324
0.00226557091809809,"linear_unif",50,1,0.498099528602324
0.996364215621725,"linear_unif",51,1,0.496931158704683
0.00250189821235836,"linear_unif",51,1,0.496931158704683
0.00188078754581511,"linear_unif",52,1,0.498587384121492
0.9990555557888,"linear_unif",52,1,0.498587384121492
0.000333851901814342,"linear_unif",53,1,0.499706911155954
0.999747674213722,"linear_unif",53,1,0.499706911155954
0.00064629246480763,"linear_unif",54,1,0.499595036613755
0.999836365692317,"linear_unif",54,1,0.499595036613755
0.998931833077222,"linear_unif",55,1,0.499390767305158
0.000150298466905951,"linear_unif",55,1,0.499390767305158
0.997689700918272,"linear_unif",56,1,0.498313822434284
0.00106205604970455,"linear_unif",56,1,0.498313822434284
0.00017653382383287,"linear_unif",57,1,0.499492152128369
0.99916083808057,"linear_unif",57,1,0.499492152128369
0.00118254078552127,"linear_unif",58,1,0.499321732320823
0.999826005427167,"linear_unif",58,1,0.499321732320823
0.000209060963243246,"linear_unif",59,1,0.499886399018578
0.9999818590004,"linear_unif",59,1,0.499886399018578
0.999907276825979,"linear_unif",60,1,0.499802617589012
0.000302041647955775,"linear_unif",60,1,0.499802617589012
0.999506331048906,"linear_unif",61,1,0.499087042291649
0.00133224646560848,"linear_unif",61,1,0.499087042291649
0.999281104886904,"linear_unif",62,1,0.499499487807043
0.000282129272818565,"linear_unif",62,1,0.499499487807043
0.999986708862707,"linear_unif",63,1,0.499364162096754
0.00125838466919959,"linear_unif",63,1,0.499364162096754
0.000744685996323824,"linear_unif",64,1,0.499556431081146
0.999857548158616,"linear_unif",64,1,0.499556431081146
0.000723796896636486,"linear_unif",65,1,0.499615493463352
0.999954783823341,"linear_unif",65,1,0.499615493463352
0.00239547761157155,"linear_unif",66,1,0.498590618837625
0.999576715286821,"linear_unif",66,1,0.498590618837625
0.000904137501493096,"linear_unif",67,1,0.499034838168882
0.998973813839257,"linear_unif",67,1,0.499034838168882
0.999660939676687,"linear_unif",68,1,0.499261480290443
0.00113797909580171,"linear_unif",68,1,0.499261480290443
0.999391324352473,"linear_unif",69,1,0.498823490808718
0.00174434273503721,"linear_unif",69,1,0.498823490808718
0.998581254389137,"linear_unif",70,1,0.499159030383453
0.000263193622231483,"linear_unif",70,1,0.499159030383453
0.000566224101930857,"linear_unif",71,1,0.499663014896214
0.999892253894359,"linear_unif",71,1,0.499663014896214
0.00285561406053603,"linear_unif",72,1,0.498112911591306
0.999081437243149,"linear_unif",72,1,0.498112911591306
0.00334434793330729,"linear_unif",73,1,0.498225887888111
0.99979612370953,"linear_unif",73,1,0.498225887888111
0.999261169461533,"linear_unif",74,1,0.499472168274224
0.000316832913085818,"linear_unif",74,1,0.499472168274224
0.999865029240027,"linear_unif",75,1,0.499928568489849
7.89226032793522e-06,"linear_unif",75,1,0.499928568489849
0.000477018533274531,"linear_unif",76,1,0.499363172217272
0.999203362967819,"linear_unif",76,1,0.499363172217272
1.87554396688938e-05,"linear_unif",77,1,0.499080233625136
0.998179222689942,"linear_unif",77,1,0.499080233625136
0.000978271709755063,"linear_unif",78,1,0.498887942987494
0.998754157684743,"linear_unif",78,1,0.498887942987494
0.999669207492843,"linear_unif",79,1,0.499226553365588
0.00121610076166689,"linear_unif",79,1,0.499226553365588
0.000940687954425812,"linear_unif",80,1,0.499416702310555
0.999774092575535,"linear_unif",80,1,0.499416702310555
0.999191567534581,"linear_unif",81,1,0.499178134137765
0.000835299259051681,"linear_unif",81,1,0.499178134137765
0.999314515851438,"linear_unif",82,1,0.499370019300841
0.000574477249756455,"linear_unif",82,1,0.499370019300841
0.000422683311626315,"linear_unif",83,1,0.499530606437474
0.999483896186575,"linear_unif",83,1,0.499530606437474
0.998923562234268,"linear_unif",84,1,0.498712367843836
0.0014988265465945,"linear_unif",84,1,0.498712367843836
0.00267601292580366,"linear_unif",85,1,0.498542317887768
0.99976064870134,"linear_unif",85,1,0.498542317887768
0.00121726095676422,"linear_unif",86,1,0.498341224854812
0.997899710666388,"linear_unif",86,1,0.498341224854812
0.00020829658024013,"linear_unif",87,1,0.499839333700947
0.999886963982135,"linear_unif",87,1,0.499839333700947
0.999826307175681,"linear_unif",88,1,0.499258359079249
0.00130958901718259,"linear_unif",88,1,0.499258359079249
0.00285896006971598,"linear_unif",89,1,0.498498877626844
0.999856715323403,"linear_unif",89,1,0.498498877626844
0.999896890018135,"linear_unif",90,1,0.499943103408441
1.06832012534142e-05,"linear_unif",90,1,0.499943103408441
0.00143942958675325,"linear_unif",91,1,0.498661955818534
0.998763341223821,"linear_unif",91,1,0.498661955818534
0.999657819746062,"linear_unif",92,1,0.499755548662506
0.000146722421050072,"linear_unif",92,1,0.499755548662506
0.000458368565887213,"linear_unif",93,1,0.499430511263199
0.999319391092286,"linear_unif",93,1,0.499430511263199
0.999770600581542,"linear_unif",94,1,0.499633718049154
0.000503164483234286,"linear_unif",94,1,0.499633718049154
0.00146785075776279,"linear_unif",95,1,0.499070641002618
0.999609132762998,"linear_unif",95,1,0.499070641002618
0.000226839212700725,"linear_unif",96,1,0.499641133006662
0.999509105226025,"linear_unif",96,1,0.499641133006662
0.000776536297053099,"linear_unif",97,1,0.499049856793135
0.998876249883324,"linear_unif",97,1,0.499049856793135
0.000738037517294288,"linear_unif",98,1,0.499096065876074
0.998930169269443,"linear_unif",98,1,0.499096065876074
0.997449604561552,"linear_unif",99,1,0.498122904682532
0.0012037951964885,"linear_unif",99,1,0.498122904682532
0.000706071499735117,"linear_unif",100,1,0.498779658111744
0.998265387723222,"linear_unif",100,1,0.498779658111744
0.999985828378703,"linear_biased_region",1,1,0.499985830869991
1.41666387207806e-05,"linear_biased_region",1,1,0.499985830869991
9.46705811657012e-05,"linear_biased_region",2,1,0.499941918376135
0.999978507333435,"linear_biased_region",2,1,0.499941918376135
0.999888598313555,"linear_biased_region",3,1,0.499883756716736
0.000121084880083799,"linear_biased_region",3,1,0.499883756716736
0.999992268148344,"linear_biased_region",4,1,0.499852556944825
0.0002871542586945,"linear_biased_region",4,1,0.499852556944825
0.999962670449168,"linear_biased_region",5,1,0.499908681033412
0.000145308382343501,"linear_biased_region",5,1,0.499908681033412
0.999989056296181,"linear_biased_region",6,1,0.499954263406107
8.05294839665294e-05,"linear_biased_region",6,1,0.499954263406107
0.999964881327469,"linear_biased_region",7,1,0.499898869480239
0.000167142366990447,"linear_biased_region",7,1,0.499898869480239
0.999987682583742,"linear_biased_region",8,1,0.499984582758043
1.8517067655921e-05,"linear_biased_region",8,1,0.499984582758043
0.999943097215146,"linear_biased_region",9,1,0.499959145084722
2.48070457018912e-05,"linear_biased_region",9,1,0.499959145084722
5.89555478654802e-05,"linear_biased_region",10,1,0.499956133891828
0.999971223331522,"linear_biased_region",10,1,0.499956133891828
0.999978080391884,"linear_biased_region",11,1,0.499923847534228
0.000130385323427618,"linear_biased_region",11,1,0.499923847534228
0.999988017336,"linear_biased_region",12,1,0.499990968045313
6.08124537393451e-06,"linear_biased_region",12,1,0.499990968045313
0.999981927336194,"linear_biased_region",13,1,0.499926737433998
0.000128452468197793,"linear_biased_region",13,1,0.499926737433998
0.000166310870554298,"linear_biased_region",14,1,0.499880154215498
0.99992661930155,"linear_biased_region",14,1,0.499880154215498
0.999865179439075,"linear_biased_region",15,1,0.499787075660424
0.000291028118226677,"linear_biased_region",15,1,0.499787075660424
1.788972876966e-05,"linear_biased_region",16,1,0.499966584367212
0.999951058463193,"linear_biased_region",16,1,0.499966584367212
0.000118528306484222,"linear_biased_region",17,1,0.499936926801456
0.999992381909397,"linear_biased_region",17,1,0.499936926801456
0.000123402767349035,"linear_biased_region",18,1,0.499924536998151
0.999972476763651,"linear_biased_region",18,1,0.499924536998151
0.000222767202649266,"linear_biased_region",19,1,0.499886385060381
0.999995537323412,"linear_biased_region",19,1,0.499886385060381
3.32603813149035e-05,"linear_biased_region",20,1,0.499981586699141
0.999996433779597,"linear_biased_region",20,1,0.499981586699141
0.000320415711030364,"linear_biased_region",21,1,0.499700231896713
0.999720879504457,"linear_biased_region",21,1,0.499700231896713
0.999984441569541,"linear_biased_region",22,1,0.499966867890907
5.07057877257466e-05,"linear_biased_region",22,1,0.499966867890907
0.999882865592372,"linear_biased_region",23,1,0.499918973364401
