"filter_threshold","min_distance","fit_distance","true_positives","false_positives","false_negatives","model_positives","real_positives","lengthscale_x1","lengthscale_x2","lengthscale_x3","lengthscale_x4","lengthscale_x5","lengthscale_x6","lengthscale_x7","lengthscale_x8","lengthscale_x9","lengthscale_x10","lengthscale_x11","lengthscale_x12","lengthscale_x13","lengthscale_x14","lengthscale_x15","lengthscale_x16","lengthscale_x17","lengthscale_x18","lengthscale_x19","lengthscale_x20","lengthscale_x21","lengthscale_x22","lengthscale_x23","lengthscale_x24","lengthscale_x25","lengthscale_x26","lengthscale_x27","lengthscale_x28","lengthscale_x29","lengthscale_x30","name","model","id","factors","model_size","amplitude"
Inf,4.89263655168268,113.884943986269,4,26,0,30,4,0.478855606960133,20.4143834812567,25.1176762580872,10.5848077777773,0.382593533326872,0.0606256494880654,29.9099275749177,12.3529393598437,17.7646852750331,21.4897731645033,23.2095392886549,27.9869866743684,26.5904087247327,24.0748112788424,21.3099139509723,0.117270635359455,24.7224261844531,10.8361539291218,20.5313516035676,23.2243408774957,12.6390721928328,15.4969938891008,15.7336681196466,11.1588513106108,22.531077247113,20.5654953373596,25.5947498558089,11.57998515293,11.7834639362991,16.7233142675832,"uniform","linear","fb8f01d7-8a79-4783-bea5-691e3e102bd6",30,30,1.59044094919227
0.1,5.18906310799498,98.9031869557396,1,6,3,7,4,0.478855606960133,20.4143834812567,25.1176762580872,10.5848077777773,0.382593533326872,0.0606256494880654,29.9099275749177,12.3529393598437,17.7646852750331,21.4897731645033,23.2095392886549,27.9869866743684,26.5904087247327,24.0748112788424,21.3099139509723,0.117270635359455,24.7224261844531,10.8361539291218,20.5313516035676,23.2243408774957,12.6390721928328,15.4969938891008,15.7336681196466,11.1588513106108,22.531077247113,20.5654953373596,25.5947498558089,11.57998515293,11.7834639362991,16.7233142675832,"uniform","linear","fb8f01d7-8a79-4783-bea5-691e3e102bd6",30,30,1.59044094919227
0.01,7.27452659170987,92.9145668274105,0,2,4,2,4,0.478855606960133,20.4143834812567,25.1176762580872,10.5848077777773,0.382593533326872,0.0606256494880654,29.9099275749177,12.3529393598437,17.7646852750331,21.4897731645033,23.2095392886549,27.9869866743684,26.5904087247327,24.0748112788424,21.3099139509723,0.117270635359455,24.7224261844531,10.8361539291218,20.5313516035676,23.2243408774957,12.6390721928328,15.4969938891008,15.7336681196466,11.1588513106108,22.531077247113,20.5654953373596,25.5947498558089,11.57998515293,11.7834639362991,16.7233142675832,"uniform","linear","fb8f01d7-8a79-4783-bea5-691e3e102bd6",30,30,1.59044094919227
0.001,4.89263655168268,113.884943986269,0,0,4,0,4,0.478855606960133,20.4143834812567,25.1176762580872,10.5848077777773,0.382593533326872,0.0606256494880654,29.9099275749177,12.3529393598437,17.7646852750331,21.4897731645033,23.2095392886549,27.9869866743684,26.5904087247327,24.0748112788424,21.3099139509723,0.117270635359455,24.7224261844531,10.8361539291218,20.5313516035676,23.2243408774957,12.6390721928328,15.4969938891008,15.7336681196466,11.1588513106108,22.531077247113,20.5654953373596,25.5947498558089,11.57998515293,11.7834639362991,16.7233142675832,"uniform","linear","fb8f01d7-8a79-4783-bea5-691e3e102bd6",30,30,1.59044094919227
Inf,5.84486793904013,101.899830271789,4,26,0,30,4,0.478855606960133,20.4143834812567,25.1176762580872,10.5848077777773,0.382593533326872,0.0606256494880654,29.9099275749177,12.3529393598437,17.7646852750331,21.4897731645033,23.2095392886549,27.9869866743684,26.5904087247327,24.0748112788424,21.3099139509723,0.117270635359455,24.7224261844531,10.8361539291218,20.5313516035676,23.2243408774957,12.6390721928328,15.4969938891008,15.7336681196466,11.1588513106108,22.531077247113,20.5654953373596,25.5947498558089,11.57998515293,11.7834639362991,16.7233142675832,"biased","linear","fb8f01d7-8a79-4783-bea5-691e3e102bd6",30,30,1.59044094919227
0.1,4.89209975651195,94.9727785538332,2,2,2,4,4,0.478855606960133,20.4143834812567,25.1176762580872,10.5848077777773,0.382593533326872,0.0606256494880654,29.9099275749177,12.3529393598437,17.7646852750331,21.4897731645033,23.2095392886549,27.9869866743684,26.5904087247327,24.0748112788424,21.3099139509723,0.117270635359455,24.7224261844531,10.8361539291218,20.5313516035676,23.2243408774957,12.6390721928328,15.4969938891008,15.7336681196466,11.1588513106108,22.531077247113,20.5654953373596,25.5947498558089,11.57998515293,11.7834639362991,16.7233142675832,"biased","linear","fb8f01d7-8a79-4783-bea5-691e3e102bd6",30,30,1.59044094919227
0.01,5.84486793904013,101.899830271789,0,0,4,0,4,0.478855606960133,20.4143834812567,25.1176762580872,10.5848077777773,0.382593533326872,0.0606256494880654,29.9099275749177,12.3529393598437,17.7646852750331,21.4897731645033,23.2095392886549,27.9869866743684,26.5904087247327,24.0748112788424,21.3099139509723,0.117270635359455,24.7224261844531,10.8361539291218,20.5313516035676,23.2243408774957,12.6390721928328,15.4969938891008,15.7336681196466,11.1588513106108,22.531077247113,20.5654953373596,25.5947498558089,11.57998515293,11.7834639362991,16.7233142675832,"biased","linear","fb8f01d7-8a79-4783-bea5-691e3e102bd6",30,30,1.59044094919227
0.001,5.84486793904013,101.899830271789,0,0,4,0,4,0.478855606960133,20.4143834812567,25.1176762580872,10.5848077777773,0.382593533326872,0.0606256494880654,29.9099275749177,12.3529393598437,17.7646852750331,21.4897731645033,23.2095392886549,27.9869866743684,26.5904087247327,24.0748112788424,21.3099139509723,0.117270635359455,24.7224261844531,10.8361539291218,20.5313516035676,23.2243408774957,12.6390721928328,15.4969938891008,15.7336681196466,11.1588513106108,22.531077247113,20.5654953373596,25.5947498558089,11.57998515293,11.7834639362991,16.7233142675832,"biased","linear","fb8f01d7-8a79-4783-bea5-691e3e102bd6",30,30,1.59044094919227
Inf,8.08151011445298,152.538860393492,7,23,0,30,7,18.2658740831539,15.6575489044189,15.8138209953904,20.4367555119097,23.0675226496533,11.7582688294351,23.104355391115,16.3917301595211,0.457922373444308,13.179546832107,17.5140920188278,19.5625085104257,14.0027377801016,19.0695678861812,0.407518958463334,0.198433352273423,11.6890065697953,20.8670518919826,19.5706561766565,11.1682108975947,0.411029179650359,0.328688524442259,28.636879445985,0.410358327638824,0.473945693857968,21.2634768243879,11.2144754827023,23.5375983314589,26.3324027787894,23.0195855954662,"uniform","linear","43fe9b3a-566a-479e-a81c-0165cc8ce822",30,30,2.2541351437103
0.1,8.08151011445298,152.538860393492,0,0,7,0,7,18.2658740831539,15.6575489044189,15.8138209953904,20.4367555119097,23.0675226496533,11.7582688294351,23.104355391115,16.3917301595211,0.457922373444308,13.179546832107,17.5140920188278,19.5625085104257,14.0027377801016,19.0695678861812,0.407518958463334,0.198433352273423,11.6890065697953,20.8670518919826,19.5706561766565,11.1682108975947,0.411029179650359,0.328688524442259,28.636879445985,0.410358327638824,0.473945693857968,21.2634768243879,11.2144754827023,23.5375983314589,26.3324027787894,23.0195855954662,"uniform","linear","43fe9b3a-566a-479e-a81c-0165cc8ce822",30,30,2.2541351437103
0.01,8.08151011445298,152.538860393492,0,0,7,0,7,18.2658740831539,15.6575489044189,15.8138209953904,20.4367555119097,23.0675226496533,11.7582688294351,23.104355391115,16.3917301595211,0.457922373444308,13.179546832107,17.5140920188278,19.5625085104257,14.0027377801016,19.0695678861812,0.407518958463334,0.198433352273423,11.6890065697953,20.8670518919826,19.5706561766565,11.1682108975947,0.411029179650359,0.328688524442259,28.636879445985,0.410358327638824,0.473945693857968,21.2634768243879,11.2144754827023,23.5375983314589,26.3324027787894,23.0195855954662,"uniform","linear","43fe9b3a-566a-479e-a81c-0165cc8ce822",30,30,2.2541351437103
0.001,8.08151011445298,152.538860393492,0,0,7,0,7,18.2658740831539,15.6575489044189,15.8138209953904,20.4367555119097,23.0675226496533,11.7582688294351,23.104355391115,16.3917301595211,0.457922373444308,13.179546832107,17.5140920188278,19.5625085104257,14.0027377801016,19.0695678861812,0.407518958463334,0.198433352273423,11.6890065697953,20.8670518919826,19.5706561766565,11.1682108975947,0.411029179650359,0.328688524442259,28.636879445985,0.410358327638824,0.473945693857968,21.2634768243879,11.2144754827023,23.5375983314589,26.3324027787894,23.0195855954662,"uniform","linear","43fe9b3a-566a-479e-a81c-0165cc8ce822",30,30,2.2541351437103
Inf,12.1995508531291,142.092176566393,7,23,0,30,7,18.2658740831539,15.6575489044189,15.8138209953904,20.4367555119097,23.0675226496533,11.7582688294351,23.104355391115,16.3917301595211,0.457922373444308,13.179546832107,17.5140920188278,19.5625085104257,14.0027377801016,19.0695678861812,0.407518958463334,0.198433352273423,11.6890065697953,20.8670518919826,19.5706561766565,11.1682108975947,0.411029179650359,0.328688524442259,28.636879445985,0.410358327638824,0.473945693857968,21.2634768243879,11.2144754827023,23.5375983314589,26.3324027787894,23.0195855954662,"biased","linear","43fe9b3a-566a-479e-a81c-0165cc8ce822",30,30,2.2541351437103
0.1,6.14311027766804,137.383926756054,2,9,5,11,7,18.2658740831539,15.6575489044189,15.8138209953904,20.4367555119097,23.0675226496533,11.7582688294351,23.104355391115,16.3917301595211,0.457922373444308,13.179546832107,17.5140920188278,19.5625085104257,14.0027377801016,19.0695678861812,0.407518958463334,0.198433352273423,11.6890065697953,20.8670518919826,19.5706561766565,11.1682108975947,0.411029179650359,0.328688524442259,28.636879445985,0.410358327638824,0.473945693857968,21.2634768243879,11.2144754827023,23.5375983314589,26.3324027787894,23.0195855954662,"biased","linear","43fe9b3a-566a-479e-a81c-0165cc8ce822",30,30,2.2541351437103
0.01,5.76717800546891,131.820315558759,0,3,7,3,7,18.2658740831539,15.6575489044189,15.8138209953904,20.4367555119097,23.0675226496533,11.7582688294351,23.104355391115,16.3917301595211,0.457922373444308,13.179546832107,17.5140920188278,19.5625085104257,14.0027377801016,19.0695678861812,0.407518958463334,0.198433352273423,11.6890065697953,20.8670518919826,19.5706561766565,11.1682108975947,0.411029179650359,0.328688524442259,28.636879445985,0.410358327638824,0.473945693857968,21.2634768243879,11.2144754827023,23.5375983314589,26.3324027787894,23.0195855954662,"biased","linear","43fe9b3a-566a-479e-a81c-0165cc8ce822",30,30,2.2541351437103
0.001,12.1995508531291,142.092176566393,0,0,7,0,7,18.2658740831539,15.6575489044189,15.8138209953904,20.4367555119097,23.0675226496533,11.7582688294351,23.104355391115,16.3917301595211,0.457922373444308,13.179546832107,17.5140920188278,19.5625085104257,14.0027377801016,19.0695678861812,0.407518958463334,0.198433352273423,11.6890065697953,20.8670518919826,19.5706561766565,11.1682108975947,0.411029179650359,0.328688524442259,28.636879445985,0.410358327638824,0.473945693857968,21.2634768243879,11.2144754827023,23.5375983314589,26.3324027787894,23.0195855954662,"biased","linear","43fe9b3a-566a-479e-a81c-0165cc8ce822",30,30,2.2541351437103
Inf,6.71064707970931,138.043970207894,2,28,0,30,2,15.78326493036,21.0182672785595,20.1359184412286,24.3919434119016,21.746891066432,0.486196913616732,22.1575026912615,23.6146122263744,25.6598957022652,26.0765950381756,12.51394495368,26.9956483412534,14.55952685792,16.8211291218176,26.7677637282759,23.8623201847076,19.2948850011453,29.0060571022332,14.6906681591645,17.7128288289532,13.9284339081496,19.7968064947054,20.0803925702348,27.5041327020153,28.4728672355413,0.404728919512127,26.6427270881832,22.555878367275,27.2177779767662,25.5991140892729,"uniform","linear","6c685349-009d-47d4-87cb-70e9456a62c4",30,30,1.74114461708814
0.1,4.04889898751649,108.21394632422,1,1,1,2,2,15.78326493036,21.0182672785595,20.1359184412286,24.3919434119016,21.746891066432,0.486196913616732,22.1575026912615,23.6146122263744,25.6598957022652,26.0765950381756,12.51394495368,26.9956483412534,14.55952685792,16.8211291218176,26.7677637282759,23.8623201847076,19.2948850011453,29.0060571022332,14.6906681591645,17.7128288289532,13.9284339081496,19.7968064947054,20.0803925702348,27.5041327020153,28.4728672355413,0.404728919512127,26.6427270881832,22.555878367275,27.2177779767662,25.5991140892729,"uniform","linear","6c685349-009d-47d4-87cb-70e9456a62c4",30,30,1.74114461708814
0.01,6.71064707970931,138.043970207894,0,0,2,0,2,15.78326493036,21.0182672785595,20.1359184412286,24.3919434119016,21.746891066432,0.486196913616732,22.1575026912615,23.6146122263744,25.6598957022652,26.0765950381756,12.51394495368,26.9956483412534,14.55952685792,16.8211291218176,26.7677637282759,23.8623201847076,19.2948850011453,29.0060571022332,14.6906681591645,17.7128288289532,13.9284339081496,19.7968064947054,20.0803925702348,27.5041327020153,28.4728672355413,0.404728919512127,26.6427270881832,22.555878367275,27.2177779767662,25.5991140892729,"uniform","linear","6c685349-009d-47d4-87cb-70e9456a62c4",30,30,1.74114461708814
0.001,6.71064707970931,138.043970207894,0,0,2,0,2,15.78326493036,21.0182672785595,20.1359184412286,24.3919434119016,21.746891066432,0.486196913616732,22.1575026912615,23.6146122263744,25.6598957022652,26.0765950381756,12.51394495368,26.9956483412534,14.55952685792,16.8211291218176,26.7677637282759,23.8623201847076,19.2948850011453,29.0060571022332,14.6906681591645,17.7128288289532,13.9284339081496,19.7968064947054,20.0803925702348,27.5041327020153,28.4728672355413,0.404728919512127,26.6427270881832,22.555878367275,27.2177779767662,25.5991140892729,"uniform","linear","6c685349-009d-47d4-87cb-70e9456a62c4",30,30,1.74114461708814
Inf,3.75397425873668,170.013046201899,2,28,0,30,2,15.78326493036,21.0182672785595,20.1359184412286,24.3919434119016,21.746891066432,0.486196913616732,22.1575026912615,23.6146122263744,25.6598957022652,26.0765950381756,12.51394495368,26.9956483412534,14.55952685792,16.8211291218176,26.7677637282759,23.8623201847076,19.2948850011453,29.0060571022332,14.6906681591645,17.7128288289532,13.9284339081496,19.7968064947054,20.0803925702348,27.5041327020153,28.4728672355413,0.404728919512127,26.6427270881832,22.555878367275,27.2177779767662,25.5991140892729,"biased","linear","6c685349-009d-47d4-87cb-70e9456a62c4",30,30,1.74114461708814
