"filter_threshold","min_distance","fit_distance","true_positives","false_positives","false_negatives","model_positives","real_positives","lengthscale_x1","lengthscale_x2","lengthscale_x3","lengthscale_x4","lengthscale_x5","lengthscale_x6","lengthscale_x7","lengthscale_x8","lengthscale_x9","lengthscale_x10","lengthscale_x11","lengthscale_x12","lengthscale_x13","lengthscale_x14","lengthscale_x15","lengthscale_x16","lengthscale_x17","lengthscale_x18","lengthscale_x19","lengthscale_x20","lengthscale_x21","lengthscale_x22","lengthscale_x23","lengthscale_x24","lengthscale_x25","lengthscale_x26","lengthscale_x27","lengthscale_x28","lengthscale_x29","lengthscale_x30","name","model","id","factors","model_size","amplitude"
Inf,2.91050272007841,65.6770388410695,3,27,0,30,3,18.6674783099443,26.383334682323,12.7410255232826,12.639372292906,16.9752071192488,0.304389642900787,23.5826734174043,25.2543114032596,24.140477492474,21.6875481745228,19.9240341549739,11.4560928847641,17.9967854032293,10.1102897012606,23.03050999064,14.1914813732728,0.260691844124813,14.9838685942814,22.5480833696201,15.7253973046318,28.5434235259891,13.4324279753491,17.6206890121102,0.285291579726618,12.6888189604506,18.4022117825225,24.2248897720128,15.2440342865884,18.9825065992773,24.1567440610379,"uniform","linear","a51a4ce0-2a19-4fad-878f-061de39a6d90",30,30,1.00491464557126
0.1,3.54574596580878,55.1720996477145,1,1,2,2,3,18.6674783099443,26.383334682323,12.7410255232826,12.639372292906,16.9752071192488,0.304389642900787,23.5826734174043,25.2543114032596,24.140477492474,21.6875481745228,19.9240341549739,11.4560928847641,17.9967854032293,10.1102897012606,23.03050999064,14.1914813732728,0.260691844124813,14.9838685942814,22.5480833696201,15.7253973046318,28.5434235259891,13.4324279753491,17.6206890121102,0.285291579726618,12.6888189604506,18.4022117825225,24.2248897720128,15.2440342865884,18.9825065992773,24.1567440610379,"uniform","linear","a51a4ce0-2a19-4fad-878f-061de39a6d90",30,30,1.00491464557126
0.01,2.91050272007841,65.6770388410695,0,0,3,0,3,18.6674783099443,26.383334682323,12.7410255232826,12.639372292906,16.9752071192488,0.304389642900787,23.5826734174043,25.2543114032596,24.140477492474,21.6875481745228,19.9240341549739,11.4560928847641,17.9967854032293,10.1102897012606,23.03050999064,14.1914813732728,0.260691844124813,14.9838685942814,22.5480833696201,15.7253973046318,28.5434235259891,13.4324279753491,17.6206890121102,0.285291579726618,12.6888189604506,18.4022117825225,24.2248897720128,15.2440342865884,18.9825065992773,24.1567440610379,"uniform","linear","a51a4ce0-2a19-4fad-878f-061de39a6d90",30,30,1.00491464557126
0.001,2.91050272007841,65.6770388410695,0,0,3,0,3,18.6674783099443,26.383334682323,12.7410255232826,12.639372292906,16.9752071192488,0.304389642900787,23.5826734174043,25.2543114032596,24.140477492474,21.6875481745228,19.9240341549739,11.4560928847641,17.9967854032293,10.1102897012606,23.03050999064,14.1914813732728,0.260691844124813,14.9838685942814,22.5480833696201,15.7253973046318,28.5434235259891,13.4324279753491,17.6206890121102,0.285291579726618,12.6888189604506,18.4022117825225,24.2248897720128,15.2440342865884,18.9825065992773,24.1567440610379,"uniform","linear","a51a4ce0-2a19-4fad-878f-061de39a6d90",30,30,1.00491464557126
Inf,1.28797240924976,56.770987766018,3,27,0,30,3,18.6674783099443,26.383334682323,12.7410255232826,12.639372292906,16.9752071192488,0.304389642900787,23.5826734174043,25.2543114032596,24.140477492474,21.6875481745228,19.9240341549739,11.4560928847641,17.9967854032293,10.1102897012606,23.03050999064,14.1914813732728,0.260691844124813,14.9838685942814,22.5480833696201,15.7253973046318,28.5434235259891,13.4324279753491,17.6206890121102,0.285291579726618,12.6888189604506,18.4022117825225,24.2248897720128,15.2440342865884,18.9825065992773,24.1567440610379,"biased","linear","a51a4ce0-2a19-4fad-878f-061de39a6d90",30,30,1.00491464557126
0.1,1.28797240924976,55.3962811868119,3,9,0,12,3,18.6674783099443,26.383334682323,12.7410255232826,12.639372292906,16.9752071192488,0.304389642900787,23.5826734174043,25.2543114032596,24.140477492474,21.6875481745228,19.9240341549739,11.4560928847641,17.9967854032293,10.1102897012606,23.03050999064,14.1914813732728,0.260691844124813,14.9838685942814,22.5480833696201,15.7253973046318,28.5434235259891,13.4324279753491,17.6206890121102,0.285291579726618,12.6888189604506,18.4022117825225,24.2248897720128,15.2440342865884,18.9825065992773,24.1567440610379,"biased","linear","a51a4ce0-2a19-4fad-878f-061de39a6d90",30,30,1.00491464557126
0.01,1.28797240924976,54.2788389978576,3,3,0,6,3,18.6674783099443,26.383334682323,12.7410255232826,12.639372292906,16.9752071192488,0.304389642900787,23.5826734174043,25.2543114032596,24.140477492474,21.6875481745228,19.9240341549739,11.4560928847641,17.9967854032293,10.1102897012606,23.03050999064,14.1914813732728,0.260691844124813,14.9838685942814,22.5480833696201,15.7253973046318,28.5434235259891,13.4324279753491,17.6206890121102,0.285291579726618,12.6888189604506,18.4022117825225,24.2248897720128,15.2440342865884,18.9825065992773,24.1567440610379,"biased","linear","a51a4ce0-2a19-4fad-878f-061de39a6d90",30,30,1.00491464557126
0.001,1.84844926816838,55.9418273306725,1,2,2,3,3,18.6674783099443,26.383334682323,12.7410255232826,12.639372292906,16.9752071192488,0.304389642900787,23.5826734174043,25.2543114032596,24.140477492474,21.6875481745228,19.9240341549739,11.4560928847641,17.9967854032293,10.1102897012606,23.03050999064,14.1914813732728,0.260691844124813,14.9838685942814,22.5480833696201,15.7253973046318,28.5434235259891,13.4324279753491,17.6206890121102,0.285291579726618,12.6888189604506,18.4022117825225,24.2248897720128,15.2440342865884,18.9825065992773,24.1567440610379,"biased","linear","a51a4ce0-2a19-4fad-878f-061de39a6d90",30,30,1.00491464557126
Inf,0.00872397014535076,5.23348330522206,0,30,0,30,0,11.8336145440117,28.7476577144116,17.4978172965348,28.2522676326334,18.5669976798818,17.1562651591375,16.1002058675513,10.0937830563635,18.9117397880182,28.3427634648979,23.6624615592882,29.3914433196187,26.2103731464595,26.2316678930074,15.537260142155,27.5089481379837,12.1018221322447,18.8395150750875,16.6346585052088,28.5345806227997,13.9529377827421,11.2052304018289,26.2246046913788,18.5262093972415,10.2679032972082,20.8915603347123,16.0806556791067,14.5773074170575,11.472324966453,22.7453381242231,"uniform","linear","ecaeb134-daa8-4eeb-ba74-47c0b8293561",30,30,2.69651402672753
0.1,0.0561801935345306,5.60767137515355,0,25,0,25,0,11.8336145440117,28.7476577144116,17.4978172965348,28.2522676326334,18.5669976798818,17.1562651591375,16.1002058675513,10.0937830563635,18.9117397880182,28.3427634648979,23.6624615592882,29.3914433196187,26.2103731464595,26.2316678930074,15.537260142155,27.5089481379837,12.1018221322447,18.8395150750875,16.6346585052088,28.5345806227997,13.9529377827421,11.2052304018289,26.2246046913788,18.5262093972415,10.2679032972082,20.8915603347123,16.0806556791067,14.5773074170575,11.472324966453,22.7453381242231,"uniform","linear","ecaeb134-daa8-4eeb-ba74-47c0b8293561",30,30,2.69651402672753
0.01,0.12910053514167,7.39146385193297,0,21,0,21,0,11.8336145440117,28.7476577144116,17.4978172965348,28.2522676326334,18.5669976798818,17.1562651591375,16.1002058675513,10.0937830563635,18.9117397880182,28.3427634648979,23.6624615592882,29.3914433196187,26.2103731464595,26.2316678930074,15.537260142155,27.5089481379837,12.1018221322447,18.8395150750875,16.6346585052088,28.5345806227997,13.9529377827421,11.2052304018289,26.2246046913788,18.5262093972415,10.2679032972082,20.8915603347123,16.0806556791067,14.5773074170575,11.472324966453,22.7453381242231,"uniform","linear","ecaeb134-daa8-4eeb-ba74-47c0b8293561",30,30,2.69651402672753
0.001,0.110711799080614,11.7287969236737,0,15,0,15,0,11.8336145440117,28.7476577144116,17.4978172965348,28.2522676326334,18.5669976798818,17.1562651591375,16.1002058675513,10.0937830563635,18.9117397880182,28.3427634648979,23.6624615592882,29.3914433196187,26.2103731464595,26.2316678930074,15.537260142155,27.5089481379837,12.1018221322447,18.8395150750875,16.6346585052088,28.5345806227997,13.9529377827421,11.2052304018289,26.2246046913788,18.5262093972415,10.2679032972082,20.8915603347123,16.0806556791067,14.5773074170575,11.472324966453,22.7453381242231,"uniform","linear","ecaeb134-daa8-4eeb-ba74-47c0b8293561",30,30,2.69651402672753
Inf,0.0746316431713963,6.21506991599358,0,30,0,30,0,11.8336145440117,28.7476577144116,17.4978172965348,28.2522676326334,18.5669976798818,17.1562651591375,16.1002058675513,10.0937830563635,18.9117397880182,28.3427634648979,23.6624615592882,29.3914433196187,26.2103731464595,26.2316678930074,15.537260142155,27.5089481379837,12.1018221322447,18.8395150750875,16.6346585052088,28.5345806227997,13.9529377827421,11.2052304018289,26.2246046913788,18.5262093972415,10.2679032972082,20.8915603347123,16.0806556791067,14.5773074170575,11.472324966453,22.7453381242231,"biased","linear","ecaeb134-daa8-4eeb-ba74-47c0b8293561",30,30,2.69651402672753
0.1,0.0746316431713963,6.27313345203085,0,27,0,27,0,11.8336145440117,28.7476577144116,17.4978172965348,28.2522676326334,18.5669976798818,17.1562651591375,16.1002058675513,10.0937830563635,18.9117397880182,28.3427634648979,23.6624615592882,29.3914433196187,26.2103731464595,26.2316678930074,15.537260142155,27.5089481379837,12.1018221322447,18.8395150750875,16.6346585052088,28.5345806227997,13.9529377827421,11.2052304018289,26.2246046913788,18.5262093972415,10.2679032972082,20.8915603347123,16.0806556791067,14.5773074170575,11.472324966453,22.7453381242231,"biased","linear","ecaeb134-daa8-4eeb-ba74-47c0b8293561",30,30,2.69651402672753
0.01,0.0424936646710051,6.37367231725826,0,24,0,24,0,11.8336145440117,28.7476577144116,17.4978172965348,28.2522676326334,18.5669976798818,17.1562651591375,16.1002058675513,10.0937830563635,18.9117397880182,28.3427634648979,23.6624615592882,29.3914433196187,26.2103731464595,26.2316678930074,15.537260142155,27.5089481379837,12.1018221322447,18.8395150750875,16.6346585052088,28.5345806227997,13.9529377827421,11.2052304018289,26.2246046913788,18.5262093972415,10.2679032972082,20.8915603347123,16.0806556791067,14.5773074170575,11.472324966453,22.7453381242231,"biased","linear","ecaeb134-daa8-4eeb-ba74-47c0b8293561",30,30,2.69651402672753
