"D","coefficient_distance","linear_fit_distance","names","id"
0.178491599639147,5.35941155294195,88.4301508254024,"Uniform Sample",1
0.454918702087753,3.85779561576664,73.4705623159452,"Biased Sample",1
0.196391865697962,6.05100185685091,99.1503954333417,"Uniform Sample",2
0.410727565042447,5.00633329206238,90.0652865378954,"Biased Sample",2
0.18939671444353,7.57108193207576,115.539023097526,"Uniform Sample",3
0.443092961118197,3.73166343497091,75.6721978829038,"Biased Sample",3
0.186281265184702,6.49454280999156,104.757520194443,"Uniform Sample",4
0.430670775448818,4.18767864464151,77.9999986059505,"Biased Sample",4
0.184428152272837,7.90262922992185,123.528540399804,"Uniform Sample",5
0.437386074616159,4.27341165904026,77.3780820430478,"Biased Sample",5
0.206302690158138,4.44191148557509,77.4928661647343,"Uniform Sample",6
0.463056834620933,3.6812368601066,70.4318761171755,"Biased Sample",6
0.177150578306983,5.9542658581272,104.332146805576,"Uniform Sample",7
0.427473343892586,5.61511327760082,104.042904858364,"Biased Sample",7
0.19562811181015,4.91195286703198,85.6585075202648,"Uniform Sample",8
0.405795002071949,4.27771182633568,77.2630332325251,"Biased Sample",8
0.208063417855806,7.07326212293659,115.352377062537,"Uniform Sample",9
0.445172972618811,4.64554640900826,80.6217485534199,"Biased Sample",9
0.193904919328354,5.95699519312121,98.2320303988726,"Uniform Sample",10
0.432554535856835,3.83689653648036,73.4150637112799,"Biased Sample",10
0.196786349625358,7.24887133594994,113.790565953454,"Uniform Sample",11
0.413326608649339,7.89244671497141,119.639140218503,"Biased Sample",11
0.193402917943628,5.47208017226223,90.5846033084833,"Uniform Sample",12
0.469313021579093,3.57239860573183,72.864408821133,"Biased Sample",12
0.196681381626781,5.78811232929885,95.5881004427281,"Uniform Sample",13
0.460030415124917,5.04272095953592,89.0319007152335,"Biased Sample",13
0.191930536415766,11.395427218832,166.457592685047,"Uniform Sample",14
0.454455504925725,4.24255831663117,82.6677225291938,"Biased Sample",14
0.197039111378469,10.5782418693084,151.819967077665,"Uniform Sample",15
0.463998587680614,3.98170485044448,71.425721732462,"Biased Sample",15
0.2061312023103,4.71727052693692,78.8039311698444,"Uniform Sample",16
0.449591420018358,2.06649726800023,57.2740087339461,"Biased Sample",16
0.192517728079752,8.38604060723004,122.477780359904,"Uniform Sample",17
0.443260710436784,4.18301646072173,83.1556686779157,"Biased Sample",17
0.206039902880891,3.91741608014691,77.0617288477171,"Uniform Sample",18
0.442566279304554,4.2519343749833,78.5736082390927,"Biased Sample",18
0.184993674271332,8.54413796741917,136.226280705638,"Uniform Sample",19
0.434427835679613,3.0819322405694,67.1577290051783,"Biased Sample",19
0.185630151936213,5.93698500344813,97.2246929132973,"Uniform Sample",20
0.43678027744962,4.57968934106778,79.9586581932741,"Biased Sample",20
0.187248348441541,7.03773916157365,107.313618575377,"Uniform Sample",21
0.432895585970943,3.70836099470002,76.2052274451258,"Biased Sample",21
0.181443187804994,6.66011961355255,104.302431383676,"Uniform Sample",22
0.450501403195546,4.46670509334838,80.5591322435835,"Biased Sample",22
0.185750726379754,8.21577932138715,128.53772069699,"Uniform Sample",23
0.428969620388425,5.25931183046043,92.9468474284202,"Biased Sample",23
0.195710014511779,5.47118509158778,97.503835091834,"Uniform Sample",24
0.436533361844616,3.1844014323664,64.3414068440558,"Biased Sample",24
0.185325952107587,13.5379321748986,195.239672543791,"Uniform Sample",25
0.440415608217779,4.36250400395589,78.3778991764553,"Biased Sample",25
0.217295745441311,3.94603406876899,72.4926029045832,"Uniform Sample",26
0.460171430816738,3.3838860063963,70.5964647856969,"Biased Sample",26
0.206759236033624,5.21817371962355,87.9138277106864,"Uniform Sample",27
0.462877001206698,3.90938886338517,71.3412915004594,"Biased Sample",27
0.206738776944376,7.62086984197386,124.68168225412,"Uniform Sample",28
0.416634766368102,4.14617647803061,77.8115861992448,"Biased Sample",28
0.205139748975456,4.91207609629367,84.4169767809948,"Uniform Sample",29
0.427221131194127,5.5615845918134,93.772265684046,"Biased Sample",29
0.197679302936758,8.88350381081717,138.331526998864,"Uniform Sample",30
0.462820634003708,4.02599563363871,70.9364838497412,"Biased Sample",30
0.192551372289856,5.70953877223849,94.943136483234,"Uniform Sample",31
0.427471855483643,3.31125097325258,65.6284290773853,"Biased Sample",31
0.188656530283591,7.90591244978043,127.516135647456,"Uniform Sample",32
0.457413645978365,4.5834319312386,87.1858683380083,"Biased Sample",32
0.205240731592434,8.15373769826925,128.862928518301,"Uniform Sample",33
0.443053074205549,3.86973873825484,73.4568916563768,"Biased Sample",33
0.194438754005707,7.35969519536021,116.407761734054,"Uniform Sample",34
0.416082991379965,4.73513952989158,84.0534683686297,"Biased Sample",34
0.198981101122502,6.29082184752519,104.594013737743,"Uniform Sample",35
0.439743100674516,4.08203670550991,76.9892396456496,"Biased Sample",35
0.198774371598232,6.72955085652238,108.586656800026,"Uniform Sample",36
0.447563568390398,3.39167234069158,72.0441169571107,"Biased Sample",36
0.193513912103986,6.71425325992559,106.887801897132,"Uniform Sample",37
0.44040320996021,4.86180416146284,92.2829938546868,"Biased Sample",37
0.20103431604496,4.95409580710469,83.3793123621169,"Uniform Sample",38
0.4484242631199,4.54814265433081,82.8921170020891,"Biased Sample",38
0.211284307733748,4.36767826136247,78.6938314952717,"Uniform Sample",39
0.421064171899361,4.26569898269046,78.763094823219,"Biased Sample",39
0.188087133692178,4.69202083334226,80.6967888352613,"Uniform Sample",40
0.411690899081693,2.89026664025659,63.0085006385707,"Biased Sample",40
0.188953420012435,7.60780663006105,114.695282645077,"Uniform Sample",41
0.450582082062782,4.56854688156241,88.8032186011837,"Biased Sample",41
0.209654637648526,5.601146327679,92.6192442250328,"Uniform Sample",42
0.433307306094133,5.30158720388008,91.5991721724041,"Biased Sample",42
0.20540036752053,3.80104259124386,72.0114708803588,"Uniform Sample",43
0.452088170655357,3.96625809312482,81.9397452933667,"Biased Sample",43
0.194454126842855,8.75895947242803,129.72650161337,"Uniform Sample",44
0.439587210372215,3.89436623987166,75.9293300024247,"Biased Sample",44
0.183406716651613,5.12141318960607,89.0334037558929,"Uniform Sample",45
0.451989916276093,3.61808091549391,71.9789897460171,"Biased Sample",45
0.187983910393457,8.20655652261784,130.233173172167,"Uniform Sample",46
0.437483086062333,5.51659503795078,88.7619727192976,"Biased Sample",46
0.200694547965681,8.56956058724202,134.647986029269,"Uniform Sample",47
0.442291026805434,4.22419859963343,77.0740324726855,"Biased Sample",47
0.184487239059,7.43240834318641,119.848383735706,"Uniform Sample",48
0.467226964949211,2.82953655689839,63.0115242843612,"Biased Sample",48
0.192441522191829,5.10256928929306,90.6157685988329,"Uniform Sample",49
