"X1","X2","absDeff","model","id","deff","d"
0.986168121686205,0.995847747428343,0.22,"linear_unif",32,0.228,0.327986894182852
0.911912781652063,0.00113412248902023,0.22,"linear_unif",32,0.228,0.327986894182852
0.971500179963186,0.993791802786291,0.487,"linear_unif",33,0.516,0.322831665357263
0.00705520366318524,0.987335951533169,0.487,"linear_unif",33,0.516,0.322831665357263
0.415932465577498,0.0018188338726759,0.487,"linear_unif",33,0.516,0.322831665357263
0.997776954201981,0.970097250072286,0.404,"linear_unif",34,0.425,0.327997150307118
0.309245508396998,0.00138425081968307,0.404,"linear_unif",34,0.425,0.327997150307118
0.00189016503281891,0.986588956555352,0.404,"linear_unif",34,0.425,0.327997150307118
0.00145101617090404,0.00544320605695248,0.192,"linear_unif",35,0.211,0.328915140550702
0.99421331868507,0.0610882060136646,0.192,"linear_unif",35,0.211,0.328915140550702
0.0406377820763737,0.994969808030874,0.192,"linear_unif",35,0.211,0.328915140550702
0.0111175449565053,0.94602253078483,0.249,"linear_unif",36,0.251,0.327022444501327
0.878944528289139,0.00437246076762676,0.249,"linear_unif",36,0.251,0.327022444501327
0.993467804044485,0.999841616023332,0.249,"linear_unif",36,0.251,0.327022444501327
0.00611659325659275,0.991330736549571,0.299,"linear_unif",37,0.349,0.327432038385441
0.210908269509673,0.00391147122718394,0.299,"linear_unif",37,0.349,0.327432038385441
0.99577063578181,0.973549689631909,0.299,"linear_unif",37,0.349,0.327432038385441
0.00381938158534467,0.976579377660528,0.29,"linear_unif",38,0.337,0.321446237920283
0.985518962144852,0.93550699017942,0.29,"linear_unif",38,0.337,0.321446237920283
0.189340851968154,0.00417634309269488,0.29,"linear_unif",38,0.337,0.321446237920283
0.996254582423717,0.711552465800196,0.373,"linear_unif",39,0.394,0.329303741055603
0.0159803356509656,0.00333012267947197,0.373,"linear_unif",39,0.394,0.329303741055603
0.00402653007768095,0.996374465757981,0.373,"linear_unif",39,0.394,0.329303741055603
0.0449475513305515,0.999948628246784,0.39,"linear_unif",40,0.454,0.329381403848074
0.00188522017560899,0.00377663224935532,0.39,"linear_unif",40,0.454,0.329381403848074
0.999781115911901,0.277956271544099,0.39,"linear_unif",40,0.454,0.329381403848074
0.991304641356692,0.0024223558139056,0.195,"linear_unif",41,0.244,0.32962613841263
0.00268663791939616,0.0648873758036643,0.195,"linear_unif",41,0.244,0.32962613841263
0.959129645023495,0.999140907544643,0.195,"linear_unif",41,0.244,0.32962613841263
4.26718033850193e-05,0.88575841486454,0.231,"linear_unif",42,0.231,0.33050970489765
0.992146895965561,0.999456906225532,0.231,"linear_unif",42,0.231,0.33050970489765
0.976702506421134,0.00250860350206494,0.231,"linear_unif",42,0.231,0.33050970489765
0.931948842480779,0.99751830752939,0.177,"linear_unif",43,0.199,0.326008662033561
0.00531461904756725,0.0268294855486602,0.177,"linear_unif",43,0.199,0.326008662033561
0.996933252085,0.0217923345044255,0.177,"linear_unif",43,0.199,0.326008662033561
0.00707592070102692,0.963099957909435,0.289,"linear_unif",44,0.294,0.325315832913468
0.810327043989673,0.00349031924270093,0.289,"linear_unif",44,0.294,0.325315832913468
0.98699488164857,0.992728788871318,0.289,"linear_unif",44,0.294,0.325315832913468
0.99909219937399,0.863087622448802,0.271,"linear_unif",45,0.29,0.324107930119196
0.0162517791613936,0.987554935505614,0.271,"linear_unif",45,0.29,0.324107930119196
0.0855028068181127,0.00327128823846579,0.271,"linear_unif",45,0.29,0.324107930119196
0.0807830442208797,0.00308070448227227,0.237,"linear_unif",46,0.262,0.329508068357108
0.00491994782350957,0.997953169513494,0.237,"linear_unif",46,0.262,0.329508068357108
0.998642315622419,0.921615210594609,0.237,"linear_unif",46,0.262,0.329508068357108
0.0301621067337692,0.998323689447716,0.281,"linear_unif",47,0.312,0.323250493120792
0.0675437231548131,0.00655840686522424,0.281,"linear_unif",47,0.312,0.323250493120792
0.999417164595798,0.829753324389458,0.281,"linear_unif",47,0.312,0.323250493120792
0.958987313555554,0.00411349488422275,0.527,"linear_unif",48,0.556,0.324760314687474
0.977416896726936,0.999042711453512,0.527,"linear_unif",48,0.556,0.324760314687474
0.00325584295205772,0.589334416436031,0.527,"linear_unif",48,0.556,0.324760314687474
0.023617108585313,0.995401501422748,0.229,"linear_unif",49,0.243,0.324510748018372
0.126203732099384,0.00317576713860035,0.229,"linear_unif",49,0.243,0.324510748018372
0.995642651570961,0.957321310183033,0.229,"linear_unif",49,0.243,0.324510748018372
0.000472886255010962,0.154151445953175,0.251,"linear_unif",50,0.268,0.327025449341739
0.97756958194077,0.00243967142887414,0.251,"linear_unif",50,0.268,0.327025449341739
0.964170746039599,0.999047277728096,0.251,"linear_unif",50,0.268,0.327025449341739
0.982312934473157,0.994556189049035,0.21,"linear_unif",51,0.256,0.326550150036891
0.000691559631377459,0.96787879196927,0.21,"linear_unif",51,0.256,0.326550150036891
0.905816151527688,0.00469160894863307,0.21,"linear_unif",51,0.256,0.326550150036891
0.00890343775972724,0.979707437800243,0.184,"linear_unif",52,0.22,0.324840383858546
0.0339116484392434,0.00616217078641057,0.184,"linear_unif",52,0.22,0.324840383858546
0.9983943735715,0.92820408125408,0.184,"linear_unif",52,0.22,0.324840383858546
0.9826891196426,0.995413054944947,0.239,"linear_unif",53,0.263,0.325749192146813
0.912024650955573,0.00307910819537938,0.239,"linear_unif",53,0.263,0.325749192146813
0.00379920285195112,0.920135334599763,0.239,"linear_unif",53,0.263,0.325749192146813
0.963989029638469,0.991956494981423,0.173,"linear_unif",54,0.202,0.328276543697096
0.994121340801939,0.00450271251611412,0.173,"linear_unif",54,0.202,0.328276543697096
0.00320421438664198,0.0427970190066844,0.173,"linear_unif",54,0.202,0.328276543697096
0.991792247397825,0.0156276971101761,0.352,"linear_unif",55,0.385,0.324995602117069
0.283871372230351,0.999260400887579,0.352,"linear_unif",55,0.385,0.324995602117069
0.0125258332118392,0.01636598771438,0.352,"linear_unif",55,0.385,0.324995602117069
0.0958738727495074,0.00404357933439314,0.21,"linear_unif",56,0.212,0.325900818630503
0.0193303753621876,0.99619201477617,0.21,"linear_unif",56,0.212,0.325900818630503
0.996660588541999,0.958098423900083,0.21,"linear_unif",56,0.212,0.325900818630503
0.0235050059854984,0.00145829515531659,0.481,"linear_unif",57,0.513,0.326662338152158
0.0203297319822013,0.993723787833005,0.481,"linear_unif",57,0.513,0.326662338152158
0.999948927434161,0.391853742534295,0.481,"linear_unif",57,0.513,0.326662338152158
0.969158392865211,0.0212267150636762,0.453,"linear_unif",58,0.497,0.317939397413289
0.00111835007555783,0.378014941234142,0.453,"linear_unif",58,0.497,0.317939397413289
0.956414801767096,0.988211612449959,0.453,"linear_unif",58,0.497,0.317939397413289
0.497293267864734,0.999873877968639,0.609,"linear_unif",59,0.646,0.329552367088195
0.00411407393403351,0.00426750653423369,0.609,"linear_unif",59,0.646,0.329552367088195
0.993973301490769,0.00928832311183214,0.609,"linear_unif",59,0.646,0.329552367088195
0.996134358458221,0.779261068440974,0.291,"linear_unif",60,0.318,0.3239001662389
0.00865949969738722,0.994586419081315,0.291,"linear_unif",60,0.318,0.3239001662389
0.0205553029663861,0.0219905474223197,0.291,"linear_unif",60,0.318,0.3239001662389
0.198510323418304,0.00084879039786756,0.3,"linear_unif",61,0.319,0.32512714052633
0.996377965668216,0.949027021648362,0.3,"linear_unif",61,0.319,0.32512714052633
0.00198677508160472,0.97464564582333,0.3,"linear_unif",61,0.319,0.32512714052633
0.000577041879296303,0.0152648331131786,0.33,"linear_unif",62,0.391,0.326329486851707
0.982763154665008,0.0126887592487037,0.33,"linear_unif",62,0.391,0.326329486851707
0.73897543689236,0.999545358587056,0.33,"linear_unif",62,0.391,0.326329486851707
0.0161803648807108,0.939975562738255,0.271,"linear_unif",63,0.296,0.313996009718179
0.806655091233552,0.0023820714559406,0.271,"linear_unif",63,0.296,0.313996009718179
0.96864231210202,0.966838429914787,0.271,"linear_unif",63,0.296,0.313996009718179
0.847971009323373,0.998388742562383,0.219,"linear_unif",64,0.27,0.322609351610752
0.0220992683898658,0.0136889738496393,0.219,"linear_unif",64,0.27,0.322609351610752
0.979869509348646,0.00277179200202227,0.219,"linear_unif",64,0.27,0.322609351610752
0.991020821966231,0.988256125012413,0.208,"linear_unif",65,0.21,0.326524647756469
0.00517303729429841,0.954783079680055,0.208,"linear_unif",65,0.21,0.326524647756469
0.921498444397002,0.0024598881136626,0.208,"linear_unif",65,0.21,0.326524647756469
0.997663812944666,0.947619695216417,0.185,"linear_unif",66,0.193,0.328103407704261
0.0417096067685634,0.0059646493755281,0.185,"linear_unif",66,0.193,0.328103407704261
0.00933630182407796,0.995628588134423,0.185,"linear_unif",66,0.193,0.328103407704261
0.00889182765968144,0.0202542331535369,0.511,"linear_unif",67,0.543,0.322865738222424
0.994378345785663,0.0488049278501421,0.511,"linear_unif",67,0.543,0.322865738222424
0.403634960530326,0.998996970010921,0.511,"linear_unif",67,0.543,0.322865738222424
0.988774063298479,0.993192317895591,0.285,"linear_unif",68,0.308,0.326443521240329
0.806869338033721,0.00160176143981516,0.285,"linear_unif",68,0.308,0.326443521240329
0.00836548721417785,0.976660179439932,0.285,"linear_unif",68,0.308,0.326443521240329
0.999720523599535,0.889479701174423,0.225,"linear_unif",69,0.242,0.326070025325833
0.0475589211564511,0.00384689751081169,0.225,"linear_unif",69,0.242,0.326070025325833
0.0205612955614924,0.99483816511929,0.225,"linear_unif",69,0.242,0.326070025325833
0.906496199779212,0.0023807876277715,0.223,"linear_unif",70,0.24,0.323837182295872
0.0044622290879488,0.938131820177659,0.223,"linear_unif",70,0.24,0.323837182295872
0.984634360298514,0.982892932835966,0.223,"linear_unif",70,0.24,0.323837182295872
0.054183267056942,0.999332891311496,0.21,"linear_unif",71,0.254,0.319151057245586
0.0726817343384027,0.00301254633814096,0.21,"linear_unif",71,0.254,0.319151057245586
0.996266704751179,0.904546194942668,0.21,"linear_unif",71,0.254,0.319151057245586
0.0417607382405549,0.998940116958693,0.168,"linear_unif",72,0.215,0.331084540223617
0.00308804679661989,0.00520927691832185,0.168,"linear_unif",72,0.215,0.331084540223617
0.999576746486127,0.0141053418628871,0.168,"linear_unif",72,0.215,0.331084540223617
0.970007091993466,0.997987498762086,0.17,"linear_unif",73,0.179,0.325664658048797
0.00224257656373084,0.0551124152261764,0.17,"linear_unif",73,0.179,0.325664658048797
0.981918267905712,0.0117357384879142,0.17,"linear_unif",73,0.179,0.325664658048797
0.979446356417611,0.996577546466142,0.34,"linear_unif",74,0.358,0.326671688913058
0.000748931663110852,0.263261801330373,0.34,"linear_unif",74,0.358,0.326671688913058
0.995094204554334,0.0170122189447284,0.34,"linear_unif",74,0.358,0.326671688913058
0.00962908146902919,0.986521705286577,0.248,"linear_unif",75,0.266,0.32741162554248
0.993335578357801,0.169937253231183,0.248,"linear_unif",75,0.266,0.32741162554248
0.00262949266470969,0.00273714633658528,0.248,"linear_unif",75,0.266,0.32741162554248
0.00210905261337757,0.867342681856826,0.243,"linear_unif",76,0.252,0.328959425381139
0.997876953100786,0.999303500633687,0.243,"linear_unif",76,0.252,0.328959425381139
0.973226411733776,0.011487937765196,0.243,"linear_unif",76,0.252,0.328959425381139
0.00261506601236761,0.982874799054116,0.238,"linear_unif",77,0.243,0.330725097963786
0.871859706239775,0.000126677565276623,0.238,"linear_unif",77,0.243,0.330725097963786
0.993770292960107,0.999245326500386,0.238,"linear_unif",77,0.243,0.330725097963786
0.969269846798852,0.990129738580436,0.222,"linear_unif",78,0.246,0.323315183758857
0.997956021688879,0.0234422145877033,0.222,"linear_unif",78,0.246,0.323315183758857
0.00642240722663701,0.136542183114216,0.222,"linear_unif",78,0.246,0.323315183758857
0.99524511792697,0.037532729562372,0.275,"linear_unif",79,0.287,0.325955882434506
0.000261569861322641,0.0189949432387948,0.275,"linear_unif",79,0.287,0.325955882434506
0.182207674020901,0.994245965732262,0.275,"linear_unif",79,0.287,0.325955882434506
0.994860148988664,0.00186679395847023,0.501,"linear_unif",80,0.531,0.32623344061062
0.991377132711932,0.977099167415872,0.501,"linear_unif",80,0.531,0.32623344061062
0.000562896719202399,0.418071875348687,0.501,"linear_unif",80,0.531,0.32623344061062
0.00476430682465434,0.00795174180530012,0.601,"linear_unif",81,0.652,0.327266112796716
0.997006469406188,0.0236022402532399,0.601,"linear_unif",81,0.652,0.327266112796716
0.485156966606155,0.995957035571337,0.601,"linear_unif",81,0.652,0.327266112796716
0.993787871673703,0.97989486460574,0.219,"linear_unif",82,0.226,0.329407678253253
0.114692164817825,0.00398772675544024,0.219,"linear_unif",82,0.226,0.329407678253253
0.000361700542271137,0.994563318323344,0.219,"linear_unif",82,0.226,0.329407678253253
0.000313884112983942,0.137666326249018,0.24,"linear_unif",83,0.269,0.32273004038555
0.944452642695978,0.999516812153161,0.24,"linear_unif",83,0.269,0.32273004038555
0.996664423495531,0.0381454972084612,0.24,"linear_unif",83,0.269,0.32273004038555
0.987389254616573,0.00472807232290506,0.19,"linear_unif",84,0.205,0.322749292254187
0.00835148547776043,0.0489329630509019,0.19,"linear_unif",84,0.205,0.322749292254187
0.92073367536068,0.980888999765739,0.19,"linear_unif",84,0.205,0.322749292254187
0.0554136228747666,0.993824189761654,0.185,"linear_unif",85,0.204,0.328356315497054
0.00872881105169654,0.000257644569501281,0.185,"linear_unif",85,0.204,0.328356315497054
0.994505254551768,0.0376844895072281,0.185,"linear_unif",85,0.204,0.328356315497054
0.00961938570253551,0.00681550148874521,0.176,"linear_unif",86,0.187,0.32832882831123
0.998850107425824,0.0540438236203045,0.176,"linear_unif",86,0.187,0.32832882831123
0.0252749593928456,0.995769677916542,0.176,"linear_unif",86,0.187,0.32832882831123
0.643410508520901,0.999955870909616,0.427,"linear_unif",87,0.495,0.323268319267493
0.00263426569290459,0.0204125829041004,0.427,"linear_unif",87,0.495,0.323268319267493
0.973279472207651,0.0137611459940672,0.427,"linear_unif",87,0.495,0.323268319267493
0.0591719043441117,0.00526578328572214,0.206,"linear_unif",88,0.226,0.323978055865939
0.0316871856339276,0.997332083526999,0.206,"linear_unif",88,0.226,0.323978055865939
0.99978143372573,0.916718304622918,0.206,"linear_unif",88,0.226,0.323978055865939
0.984201868996024,0.0342858617659658,0.297,"linear_unif",89,0.308,0.32631981666189
0.00383443455211818,0.00410891906358302,0.297,"linear_unif",89,0.308,0.32631981666189
0.205807999009266,0.998328725341707,0.297,"linear_unif",89,0.308,0.32631981666189
0.999619199195877,0.798863217700273,0.282,"linear_unif",90,0.303,0.323309328538062
0.0330228232778609,0.00889433128759265,0.282,"linear_unif",90,0.303,0.323309328538062
0.00354898581281304,0.973050031112507,0.282,"linear_unif",90,0.303,0.323309328538062
0.0675855453591794,0.00520157883875072,0.361,"linear_unif",91,0.41,0.320654326263327
0.0341191801708192,0.998739674920216,0.361,"linear_unif",91,0.41,0.320654326263327
0.992582575418055,0.736405134666711,0.361,"linear_unif",91,0.41,0.320654326263327
0.00264008669182658,0.0951407889369875,0.291,"linear_unif",92,0.326,0.328426622977083
0.862667647190392,0.997179397614673,0.291,"linear_unif",92,0.326,0.328426622977083
0.998612720519304,0.00259085861034691,0.291,"linear_unif",92,0.326,0.328426622977083
0.766132101183757,0.00184231880120933,0.321,"linear_unif",93,0.347,0.327453226110921
0.0101259350776672,0.983008281793445,0.321,"linear_unif",93,0.347,0.327453226110921
0.997209701919928,0.989838333334774,0.321,"linear_unif",93,0.347,0.327453226110921
0.99335470655933,0.0151371695101261,0.182,"linear_unif",94,0.211,0.32854614759909
0.00757397967390716,0.00463201408274472,0.182,"linear_unif",94,0.211,0.32854614759909
0.0731217535212636,0.997980492655188,0.182,"linear_unif",94,0.211,0.32854614759909
0.011330955196172,0.952270173002034,0.186,"linear_unif",95,0.189,0.32643403823021
0.954430447658524,0.00393088697455823,0.186,"linear_unif",95,0.189,0.32643403823021
0.986163506284356,0.999605980468914,0.186,"linear_unif",95,0.189,0.32643403823021
0.00830617127940059,0.00626056222245097,0.315,"linear_unif",96,0.356,0.324379203554732
0.99417112977244,0.169968043686822,0.315,"linear_unif",96,0.356,0.324379203554732
0.100817254278809,0.995364580303431,0.315,"linear_unif",96,0.356,0.324379203554732
0.179005743237212,0.998551947064698,0.27,"linear_unif",97,0.322,0.326631976532795
0.994759729132056,0.0306122836191207,0.27,"linear_unif",97,0.322,0.326631976532795
0.0106777120381594,0.00920392386615276,0.27,"linear_unif",97,0.322,0.326631976532795
0.045850979629904,0.995145428692922,0.235,"linear_unif",98,0.295,0.323316482846529
0.0249113372992724,0.0116356008220464,0.235,"linear_unif",98,0.295,0.323316482846529
0.99886135221459,0.136990411439911,0.235,"linear_unif",98,0.295,0.323316482846529
0.00273688370361924,0.00890674861148,0.256,"linear_unif",99,0.27,0.330085367193292
0.827357230242342,0.998943570069969,0.256,"linear_unif",99,0.27,0.330085367193292
0.997323277173564,0.0080061370972544,0.256,"linear_unif",99,0.27,0.330085367193292
0.287226234562695,0.995356552070007,0.357,"linear_unif",100,0.394,0.32902647439768
0.00892983935773373,0.00752173527143896,0.357,"linear_unif",100,0.394,0.32902647439768
0.999877165071666,0.00109116942621768,0.357,"linear_unif",100,0.394,0.32902647439768
0,0.9875,0.153,"linear_biased",1,0.145,0.332086050262805
0.9976,0.997,0.153,"linear_biased",1,0.145,0.332086050262805
0.996,2e-04,0.153,"linear_biased",1,0.145,0.332086050262805
1,0.01,0.171,"linear_biased",2,0.167,0.332534739272261
0.0028,4e-04,0.171,"linear_biased",2,0.167,0.332534739272261
0.0437,1,0.171,"linear_biased",2,0.167,0.332534739272261
0.0151,0.9991,0.166,"linear_biased",3,0.163,0.332194520107104
6e-04,0.003,0.166,"linear_biased",3,0.163,0.332194520107104
0.9998,0.0322,0.166,"linear_biased",3,0.163,0.332194520107104
0.001,9e-04,0.161,"linear_biased",4,0.157,0.332797086493857
0.9999,0.0173,0.161,"linear_biased",4,0.157,0.332797086493857
0.0201,0.9999,0.161,"linear_biased",4,0.157,0.332797086493857
0.9991,0.9972,0.16,"linear_biased",5,0.153,0.332234209001282
3e-04,0.9877,0.16,"linear_biased",5,0.153,0.332234209001282
0.9837,8e-04,0.16,"linear_biased",5,0.153,0.332234209001282
0.9232,2e-04,0.194,"linear_biased",6,0.184,0.332677034625697
0.9999,0.9993,0.194,"linear_biased",6,0.184,0.332677034625697
0.0019,0.9986,0.194,"linear_biased",6,0.184,0.332677034625697
0.017,0.9989,0.154,"linear_biased",7,0.157,0.332640250713526
1,0.0084,0.154,"linear_biased",7,0.157,0.332640250713526
9e-04,0.001,0.154,"linear_biased",7,0.157,0.332640250713526
0.9989,0.9945,0.166,"linear_biased",8,0.158,0.331580680800582
0.9796,0.001,0.166,"linear_biased",8,0.158,0.331580680800582
0,0.9798,0.166,"linear_biased",8,0.158,0.331580680800582
3e-04,0.1255,0.224,"linear_biased",9,0.221,0.332622589886958
0.9947,0.9998,0.224,"linear_biased",9,0.221,0.332622589886958
0.9987,9e-04,0.224,"linear_biased",9,0.221,0.332622589886958
0.9991,0.9998,0.168,"linear_biased",10,0.161,0.332768874305353
0.983,2e-04,0.168,"linear_biased",10,0.161,0.332768874305353
9e-04,0.9787,0.168,"linear_biased",10,0.161,0.332768874305353
0.0488,1,0.181,"linear_biased",11,0.178,0.332531717866142
1e-04,0.0024,0.181,"linear_biased",11,0.178,0.332531717866142
0.9998,0.021,0.181,"linear_biased",11,0.178,0.332531717866142
0.9996,0.3252,0.41,"linear_biased",12,0.409,0.331735363335998
0.0034,0.0012,0.41,"linear_biased",12,0.409,0.331735363335998
0.004,0.998,0.41,"linear_biased",12,0.409,0.331735363335998
0.0069,0.9998,0.15,"linear_biased",13,0.146,0.332831789070455
0.9999,0.0113,0.15,"linear_biased",13,0.146,0.332831789070455
0.0019,0,0.15,"linear_biased",13,0.146,0.332831789070455
0.9987,0.9999,0.191,"linear_biased",14,0.181,0.332758085078988
5e-04,0.994,0.191,"linear_biased",14,0.181,0.332758085078988
